ensg	tissue	paxdb_ppm	ensp	symbol
	heart	0.094	ENSP00000265843	EXPH5
	heart	0.094	ENSP00000355261	SMG5
ENSG00000174175	heart	0.094	ENSP00000263686	SELP
ENSG00000126562	heart	0.094	ENSP00000246914	WNK4
ENSG00000076641	heart	0.093	ENSP00000220597	PAG1
	heart	0.093	ENSP00000354109	RGS22
ENSG00000178700	heart	0.093	ENSP00000319170	DHFR2
ENSG00000204681	heart	0.093	ENSP00000366233	GABBR1
ENSG00000272886	heart	0.093	ENSP00000476386	DCP1A
ENSG00000102996	heart	0.093	ENSP00000219271	MMP15
ENSG00000137474	heart	0.093	ENSP00000386331	MYO7A
ENSG00000115718	heart	0.093	ENSP00000234071	PROC
ENSG00000124171	heart	0.093	ENSP00000360672	PARD6B
	heart	0.093	ENSP00000405012	WDR87
ENSG00000213983	heart	0.093	ENSP00000312442	AP1G2
	heart	0.093	ENSP00000253262	NUTM2F
ENSG00000174225	heart	0.092	ENSP00000398637	ARL13A
	heart	0.092	ENSP00000159111	KDM4B
ENSG00000163946	heart	0.092	ENSP00000347845	TASOR
ENSG00000187257	heart	0.092	ENSP00000334040	RSBN1L
ENSG00000108306	heart	0.092	ENSP00000264658	FBXL20
ENSG00000177374	heart	0.092	ENSP00000314080	HIC1
	heart	0.092	ENSP00000498737	PRKY
ENSG00000151304	heart	0.092	ENSP00000341324	SRFBP1
ENSG00000142197	heart	0.092	ENSP00000382104	DOP1B
ENSG00000118217	heart	0.092	ENSP00000356919	ATF6
ENSG00000099308	heart	0.091	ENSP00000262811	MAST3
ENSG00000125434	heart	0.091	ENSP00000464231	SLC25A35
ENSG00000134198	heart	0.091	ENSP00000358529	TSPAN2
ENSG00000081721	heart	0.091	ENSP00000356920	DUSP12
ENSG00000083097	heart	0.091	ENSP00000237163	DOP1A
ENSG00000183580	heart	0.091	ENSP00000423630	FBXL7
ENSG00000170476	heart	0.091	ENSP00000303920	MZB1
	heart	0.091	ENSP00000346534	SCN8A
ENSG00000185267	heart	0.091	ENSP00000419395	CDNF
ENSG00000091536	heart	0.091	ENSP00000495481	MYO15A
ENSG00000141316	heart	0.091	ENSP00000269053	SPACA3
ENSG00000180611	heart	0.091	ENSP00000376246	MB21D2
ENSG00000105397	heart	0.091	ENSP00000431885	TYK2
ENSG00000102886	heart	0.09	ENSP00000384363	GDPD3
	heart	0.09	ENSP00000370473	IGFBP3
ENSG00000100485	heart	0.09	ENSP00000216373	SOS2
	heart	0.09	ENSP00000472919	ERVV-2
	heart	0.09	ENSP00000347689	PDE4C-2
ENSG00000105650	heart	0.09	ENSP00000469696	PDE4C
ENSG00000147454	heart	0.09	ENSP00000429200	SLC25A37
ENSG00000135365	heart	0.09	ENSP00000398824	PHF21A
ENSG00000151650	heart	0.09	ENSP00000357556	VENTX
ENSG00000204569	heart	0.09	ENSP00000365694	PPP1R10
ENSG00000067141	heart	0.09	ENSP00000341198	NEO1
	heart	0.09	ENSP00000307911	CHST2
ENSG00000005379	heart	0.09	ENSP00000345824	TSPOAP1
ENSG00000162636	heart	0.09	ENSP00000359052	FAM102B
ENSG00000176915	heart	0.09	ENSP00000350686	ANKLE2
ENSG00000083544	heart	0.09	ENSP00000440190	TDRD3
	heart	0.09	ENSP00000492384	hCG_1642624
	heart	0.09	ENSP00000327959	TGIF1
ENSG00000152969	heart	0.09	ENSP00000386711	JAKMIP1
ENSG00000241945	heart	0.09	ENSP00000291576	PWP2
ENSG00000107593	heart	0.089	ENSP00000325296	PKD2L1
ENSG00000130150	heart	0.089	ENSP00000369860	MOSPD2
ENSG00000178498	heart	0.089	ENSP00000448696	DTX3
	heart	0.089	ENSP00000357631	TCERG1L
ENSG00000087095	heart	0.089	ENSP00000384625	NLK
ENSG00000133561	heart	0.089	ENSP00000479580	GIMAP6
ENSG00000072121	heart	0.089	ENSP00000251119	ZFYVE26
	heart	0.089	ENSP00000440100	MED24
	heart	0.089	ENSP00000501265	NWD1
ENSG00000188909	heart	0.089	ENSP00000344285	BSX
ENSG00000104368	heart	0.089	ENSP00000220809	PLAT
ENSG00000002746	heart	0.089	ENSP00000379228	HECW1
ENSG00000114770	heart	0.089	ENSP00000333926	ABCC5
ENSG00000117000	heart	0.089	ENSP00000361857	RLF
	heart	0.089	ENSP00000454407	GOLGA6L2
ENSG00000129595	heart	0.089	ENSP00000482810	EPB41L4A
ENSG00000138442	heart	0.089	ENSP00000261015	WDR12
ENSG00000187605	heart	0.088	ENSP00000386869	TET3
	heart	0.088	ENSP00000412130	MRVI1
ENSG00000170291	heart	0.088	ENSP00000379869	ELP5
ENSG00000147421	heart	0.088	ENSP00000430110	HMBOX1
ENSG00000169359	heart	0.088	ENSP00000496241	SLC33A1
ENSG00000104497	heart	0.088	ENSP00000379621	SNX16
	heart	0.088	ENSP00000262301	LMF1
	heart	0.088	ENSP00000355964	LPGAT1
ENSG00000156860	heart	0.088	ENSP00000348489	FBRS
	heart	0.088	ENSP00000262815	MAU2
	heart	0.088	ENSP00000377836	GPC3
	heart	0.087	ENSP00000485108	UBTFL1
ENSG00000163104	heart	0.087	ENSP00000351947	SMARCAD1
ENSG00000156521	heart	0.087	ENSP00000287078	TYSND1
ENSG00000133895	heart	0.087	ENSP00000337088	MEN1
ENSG00000148690	heart	0.087	ENSP00000360488	FRA10AC1
ENSG00000160953	heart	0.087	ENSP00000498656	PWWP3A
ENSG00000139163	heart	0.087	ENSP00000500633	ETNK1
ENSG00000179532	heart	0.087	ENSP00000254579	DNHD1
ENSG00000140459	heart	0.087	ENSP00000268053	CYP11A1
	heart	0.087	ENSP00000419901	L1TD1
ENSG00000138190	heart	0.087	ENSP00000260762	EXOC6
ENSG00000172578	heart	0.086	ENSP00000341342	KLHL6
ENSG00000198889	heart	0.086	ENSP00000360167	DCAF12L1
	heart	0.086	ENSP00000262903	HACE1
ENSG00000106006	heart	0.086	ENSP00000222728	HOXA6
ENSG00000072133	heart	0.086	ENSP00000262752	RPS6KA6
ENSG00000197191	heart	0.086	ENSP00000386453	CYSRT1
ENSG00000016864	heart	0.086	ENSP00000266014	GLT8D1
ENSG00000189184	heart	0.086	ENSP00000355082	PCDH18
ENSG00000167759	heart	0.086	ENSP00000470555	KLK13
ENSG00000107679	heart	0.086	ENSP00000357986	PLEKHA1
ENSG00000188559	heart	0.086	ENSP00000202677	RALGAPA2
ENSG00000101331	heart	0.086	ENSP00000262659	CCM2L
ENSG00000137628	heart	0.086	ENSP00000377344	DDX60
ENSG00000126456	heart	0.085	ENSP00000471896	IRF3
ENSG00000161682	heart	0.085	ENSP00000293443	FAM171A2
ENSG00000119969	heart	0.085	ENSP00000377601	HELLS
ENSG00000136436	heart	0.085	ENSP00000398523	CALCOCO2
ENSG00000178904	heart	0.085	ENSP00000344937	DPY19L3
ENSG00000166965	heart	0.085	ENSP00000377801	RCCD1
	heart	0.085	ENSP00000447149	NR1H4
ENSG00000060069	heart	0.085	ENSP00000484525	CTDP1
ENSG00000178951	heart	0.085	ENSP00000323670	ZBTB7A
ENSG00000151572	heart	0.085	ENSP00000376703	ANO4
	heart	0.085	ENSP00000481834	HPCAL4
ENSG00000134597	heart	0.085	ENSP00000339090	RBMX2
	heart	0.085	ENSP00000331376	SERHL2
ENSG00000152582	heart	0.085	ENSP00000348314	SPEF2
ENSG00000175449	heart	0.085	ENSP00000413592	RFESD
	heart	0.084	ENSP00000362634	TSSK3
ENSG00000119411	heart	0.084	ENSP00000363298	BSPRY
ENSG00000091972	heart	0.084	ENSP00000420298	CD200
ENSG00000120907	heart	0.084	ENSP00000369960	ADRA1A
ENSG00000134215	heart	0.084	ENSP00000359073	VAV3
ENSG00000112893	heart	0.084	ENSP00000261483	MAN2A1
ENSG00000275700	heart	0.084	ENSP00000477848	AATF
	heart	0.084	ENSP00000228641	MYF6
	heart	0.084	ENSP00000263800	LTK
ENSG00000138346	heart	0.084	ENSP00000351185	DNA2
ENSG00000173894	heart	0.084	ENSP00000308750	CBX2
ENSG00000164308	heart	0.084	ENSP00000400376	ERAP2
ENSG00000151364	heart	0.083	ENSP00000316482	KCTD14
ENSG00000154760	heart	0.083	ENSP00000285013	SLFN13
ENSG00000149177	heart	0.083	ENSP00000400010	PTPRJ
ENSG00000110719	heart	0.083	ENSP00000265686	TCIRG1
ENSG00000003402	heart	0.083	ENSP00000312455	CFLAR
ENSG00000135968	heart	0.083	ENSP00000307939	GCC2
ENSG00000169760	heart	0.083	ENSP00000392500	NLGN1
ENSG00000132424	heart	0.083	ENSP00000496842	PNISR
ENSG00000169609	heart	0.083	ENSP00000403987	C15orf40
ENSG00000115325	heart	0.083	ENSP00000233668	DOK1
ENSG00000138639	heart	0.083	ENSP00000378611	ARHGAP24
	heart	0.083	ENSP00000430846	KCNB2
ENSG00000082641	heart	0.083	ENSP00000354855	NFE2L1
ENSG00000152104	heart	0.083	ENSP00000355923	PTPN14
ENSG00000179954	heart	0.083	ENSP00000374274	SSC5D
ENSG00000163207	heart	0.083	ENSP00000357753	IVL
	heart	0.083	ENSP00000330898	POLR2J2
ENSG00000139915	heart	0.082	ENSP00000405456	MDGA2
ENSG00000138182	heart	0.082	ENSP00000360793	KIF20B
	heart	0.082	ENSP00000482107	LOC102724159
	heart	0.082	ENSP00000331636	CAPN12
	heart	0.082	ENSP00000393762	SESN1
ENSG00000111602	heart	0.082	ENSP00000450607	TIMELESS
ENSG00000135097	heart	0.082	ENSP00000257552	MSI1
ENSG00000198354	heart	0.082	ENSP00000353128	DCAF12L2
ENSG00000034971	heart	0.082	ENSP00000037502	MYOC
ENSG00000170448	heart	0.081	ENSP00000422037	NFXL1
ENSG00000186350	heart	0.081	ENSP00000419692	RXRA
ENSG00000152439	heart	0.081	ENSP00000282292	ZNF773
ENSG00000100629	heart	0.081	ENSP00000451162	CEP128
ENSG00000188295	heart	0.081	ENSP00000342818	ZNF669
ENSG00000134452	heart	0.081	ENSP00000369335	FBH1
ENSG00000116668	heart	0.081	ENSP00000356470	SWT1
ENSG00000211898	heart	0.081	ENSP00000478893	IGHD
ENSG00000105722	heart	0.081	ENSP00000222329	ERF
ENSG00000124574	heart	0.081	ENSP00000361608	ABCC10
ENSG00000100385	heart	0.081	ENSP00000216223	IL2RB
ENSG00000115112	heart	0.081	ENSP00000263707	TFCP2L1
ENSG00000198911	heart	0.08	ENSP00000354476	SREBF2
ENSG00000134744	heart	0.08	ENSP00000257177	TUT4
ENSG00000132694	heart	0.08	ENSP00000357177	ARHGEF11
ENSG00000134853	heart	0.08	ENSP00000257290	PDGFRA
ENSG00000101350	heart	0.08	ENSP00000364864	KIF3B
ENSG00000101624	heart	0.08	ENSP00000262127	CEP76
ENSG00000136859	heart	0.08	ENSP00000362524	ANGPTL2
ENSG00000121281	heart	0.08	ENSP00000501053	ADCY7
ENSG00000137869	heart	0.08	ENSP00000379683	CYP19A1
ENSG00000163694	heart	0.08	ENSP00000295971	RBM47
ENSG00000147883	heart	0.08	ENSP00000276925	CDKN2B
ENSG00000131437	heart	0.08	ENSP00000385808	KIF3A
ENSG00000000938	heart	0.08	ENSP00000363117	FGR
ENSG00000100429	heart	0.079	ENSP00000216271	HDAC10
ENSG00000065357	heart	0.079	ENSP00000377703	DGKA
	heart	0.079	ENSP00000395294	CD70
ENSG00000100744	heart	0.079	ENSP00000451188	GSKIP
ENSG00000119986	heart	0.079	ENSP00000359660	AVPI1
ENSG00000111752	heart	0.079	ENSP00000437659	PHC1
ENSG00000134962	heart	0.079	ENSP00000257408	KLB
ENSG00000116830	heart	0.079	ENSP00000358478	TTF2
ENSG00000164403	heart	0.079	ENSP00000367950	SHROOM1
ENSG00000163482	heart	0.079	ENSP00000295709	STK36
ENSG00000085982	heart	0.079	ENSP00000415434	USP40
ENSG00000136271	heart	0.079	ENSP00000258772	DDX56
	heart	0.079	ENSP00000381133	FGL1
ENSG00000088035	heart	0.079	ENSP00000263440	ALG6
	heart	0.078	ENSP00000382777	KRTAP13-2
ENSG00000113389	heart	0.078	ENSP00000265074	NPR3
ENSG00000086288	heart	0.078	ENSP00000199447	NME8
ENSG00000062038	heart	0.078	ENSP00000264012	CDH3
ENSG00000175866	heart	0.078	ENSP00000316338	BAIAP2
ENSG00000163312	heart	0.078	ENSP00000295488	HELQ
ENSG00000159753	heart	0.078	ENSP00000334958	CARMIL2
ENSG00000185798	heart	0.078	ENSP00000328079	WDR53
ENSG00000115661	heart	0.078	ENSP00000379964	STK16
ENSG00000091009	heart	0.078	ENSP00000265271	RBM27
ENSG00000068078	heart	0.077	ENSP00000339824	FGFR3
ENSG00000174469	heart	0.077	ENSP00000354778	CNTNAP2
	heart	0.077	ENSP00000358696	PLXNA3
ENSG00000128342	heart	0.077	ENSP00000249075	LIF
	heart	0.077	ENSP00000384629	KMT5A
ENSG00000112539	heart	0.077	ENSP00000230301	C6orf118
ENSG00000146950	heart	0.077	ENSP00000370299	SHROOM2
ENSG00000169062	heart	0.077	ENSP00000364448	UPF3A
ENSG00000138303	heart	0.077	ENSP00000339404	ASCC1
	heart	0.077	ENSP00000407560	SLC25A44
ENSG00000160551	heart	0.077	ENSP00000261716	TAOK1
ENSG00000106003	heart	0.077	ENSP00000222725	LFNG
ENSG00000135966	heart	0.076	ENSP00000377027	TGFBRAP1
ENSG00000105865	heart	0.076	ENSP00000265720	DUS4L
ENSG00000198961	heart	0.076	ENSP00000354775	PJA2
ENSG00000138614	heart	0.076	ENSP00000498715	INTS14
ENSG00000271503	heart	0.076	ENSP00000474412	CCL5
ENSG00000186376	heart	0.076	ENSP00000359802	ZNF75D
ENSG00000136161	heart	0.076	ENSP00000389910	RCBTB2
ENSG00000004534	heart	0.076	ENSP00000266022	RBM6
ENSG00000108599	heart	0.076	ENSP00000225737	AKAP10
ENSG00000107404	heart	0.076	ENSP00000368166	DVL1
	heart	0.076	ENSP00000272444	DUSP11
ENSG00000068885	heart	0.076	ENSP00000312778	IFT80
ENSG00000108963	heart	0.076	ENSP00000263083	DPH1
ENSG00000109184	heart	0.075	ENSP00000389900	DCUN1D4
ENSG00000176476	heart	0.075	ENSP00000316114	SGF29
	heart	0.075	ENSP00000358518	F8A2
	heart	0.075	ENSP00000477530	F8A3
	heart	0.075	ENSP00000479624	F8A1
	heart	0.075	ENSP00000359119	SRPK3
ENSG00000116539	heart	0.075	ENSP00000376204	ASH1L
ENSG00000170854	heart	0.075	ENSP00000328251	RIOX2
ENSG00000144227	heart	0.075	ENSP00000272641	NXPH2
	heart	0.075	ENSP00000309899	NARF
ENSG00000144395	heart	0.074	ENSP00000373827	CCDC150
ENSG00000156675	heart	0.074	ENSP00000331342	RAB11FIP1
ENSG00000166263	heart	0.074	ENSP00000365530	STXBP4
ENSG00000185842	heart	0.074	ENSP00000383737	DNAH14
ENSG00000075391	heart	0.074	ENSP00000356621	RASAL2
	heart	0.074	ENSP00000475384	U3KPZ7_HUMAN
ENSG00000100084	heart	0.074	ENSP00000263208	HIRA
	heart	0.074	ENSP00000335017	PRR30
ENSG00000118482	heart	0.074	ENSP00000262043	PHF3
ENSG00000033800	heart	0.074	ENSP00000438574	PIAS1
ENSG00000008382	heart	0.074	ENSP00000471735	MPND
ENSG00000198146	heart	0.074	ENSP00000348673	ZNF770
ENSG00000009830	heart	0.074	ENSP00000261534	POMT2
ENSG00000005469	heart	0.074	ENSP00000413575	CROT
ENSG00000179593	heart	0.074	ENSP00000369530	ALOX15B
	heart	0.073	ENSP00000251871	MED17
ENSG00000123609	heart	0.073	ENSP00000243346	NMI
	heart	0.073	ENSP00000318429	CCDC114
	heart	0.073	ENSP00000301050	CACNB3
ENSG00000064961	heart	0.073	ENSP00000328269	HMG20B
	heart	0.073	ENSP00000262738	CELSR1
	heart	0.073	ENSP00000429065	INTS9
ENSG00000152128	heart	0.073	ENSP00000281924	TMEM163
ENSG00000023572	heart	0.073	ENSP00000356410	GLRX2
ENSG00000143379	heart	0.073	ENSP00000271640	SETDB1
ENSG00000198862	heart	0.073	ENSP00000478783	LTN1
ENSG00000125386	heart	0.073	ENSP00000324587	FAM193A
ENSG00000001629	heart	0.073	ENSP00000265742	ANKIB1
ENSG00000167703	heart	0.073	ENSP00000461382	SLC43A2
ENSG00000151292	heart	0.073	ENSP00000353904	CSNK1G3
ENSG00000101452	heart	0.072	ENSP00000252011	DHX35
ENSG00000042062	heart	0.072	ENSP00000045083	RIPOR3
ENSG00000099365	heart	0.072	ENSP00000215095	STX1B
	heart	0.072	ENSP00000405577	CLMP
	heart	0.072	ENSP00000307634	AGAP1
ENSG00000165757	heart	0.072	ENSP00000364526	JCAD
ENSG00000116690	heart	0.072	ENSP00000399679	PRG4
ENSG00000136573	heart	0.072	ENSP00000259089	BLK
ENSG00000130147	heart	0.072	ENSP00000386862	SH3BP4
ENSG00000204965	heart	0.072	ENSP00000436557	PCDHA5
	heart	0.072	ENSP00000420849	NIM1K
ENSG00000142606	heart	0.071	ENSP00000367668	MMEL1
ENSG00000131788	heart	0.071	ENSP00000376765	PIAS3
ENSG00000183317	heart	0.071	ENSP00000362139	EPHA10
ENSG00000130940	heart	0.071	ENSP00000366221	CASZ1
ENSG00000144136	heart	0.071	ENSP00000272542	SLC20A1
ENSG00000171467	heart	0.071	ENSP00000354964	ZNF318
ENSG00000160299	heart	0.071	ENSP00000352572	PCNT
ENSG00000147439	heart	0.071	ENSP00000276416	BIN3
ENSG00000172061	heart	0.071	ENSP00000413707	LRRC15
ENSG00000162571	heart	0.071	ENSP00000368592	TTLL10
ENSG00000105429	heart	0.071	ENSP00000251268	MEGF8
ENSG00000168944	heart	0.071	ENSP00000303058	CEP120
ENSG00000136861	heart	0.071	ENSP00000343818	CDK5RAP2
	heart	0.071	ENSP00000357047	MED23
	heart	0.07	ENSP00000263125	PRKCQ
ENSG00000105656	heart	0.07	ENSP00000262809	ELL
ENSG00000157823	heart	0.07	ENSP00000338777	AP3S2
ENSG00000139437	heart	0.07	ENSP00000324404	TCHP
ENSG00000169180	heart	0.07	ENSP00000302790	XPO6
	heart	0.07	ENSP00000267273	METTL21C
ENSG00000136487	heart	0.07	ENSP00000333157	GH2
ENSG00000196526	heart	0.07	ENSP00000410689	AFAP1
ENSG00000165650	heart	0.07	ENSP00000334642	PDZD8
ENSG00000196091	heart	0.07	ENSP00000400908	MYBPC1
	heart	0.07	ENSP00000292852	FBXO17
	heart	0.07	ENSP00000361866	TCEAL2
ENSG00000159374	heart	0.07	ENSP00000290536	M1AP
ENSG00000015520	heart	0.07	ENSP00000289547	NPC1L1
ENSG00000179059	heart	0.07	ENSP00000317686	ZFP42
ENSG00000164169	heart	0.07	ENSP00000314396	PRMT9
ENSG00000111325	heart	0.07	ENSP00000228922	OGFOD2
ENSG00000169432	heart	0.069	ENSP00000386306	SCN9A
ENSG00000078053	heart	0.069	ENSP00000348602	AMPH
ENSG00000261609	heart	0.069	ENSP00000497351	GAN
ENSG00000160401	heart	0.069	ENSP00000362392	CFAP157
ENSG00000138375	heart	0.069	ENSP00000349823	SMARCAL1
	heart	0.069	ENSP00000303540	SCN1A
ENSG00000140299	heart	0.069	ENSP00000267859	BNIP2
ENSG00000198746	heart	0.069	ENSP00000354645	GPATCH3
	heart	0.069	ENSP00000484105	PRIM2
	heart	0.069	ENSP00000295757	HDAC11
ENSG00000066422	heart	0.069	ENSP00000326200	ZBTB11
ENSG00000133816	heart	0.069	ENSP00000256194	MICAL2
ENSG00000101076	heart	0.069	ENSP00000312987	HNF4A
ENSG00000158825	heart	0.069	ENSP00000364212	CDA
	heart	0.068	ENSP00000478179	CASP8AP2
ENSG00000197555	heart	0.068	ENSP00000450832	SIPA1L1
ENSG00000198000	heart	0.068	ENSP00000441140	NOL8
ENSG00000158806	heart	0.068	ENSP00000381032	NPM2
ENSG00000181626	heart	0.068	ENSP00000467740	ANKRD62
ENSG00000182521	heart	0.068	ENSP00000247219	TBPL2
ENSG00000138744	heart	0.068	ENSP00000286733	NAAA
	heart	0.068	ENSP00000485431	OR4X2
ENSG00000124126	heart	0.068	ENSP00000361009	PREX1
ENSG00000221926	heart	0.068	ENSP00000497185	TRIM16
	heart	0.068	ENSP00000272322	VPS54
ENSG00000131748	heart	0.068	ENSP00000337446	STARD3
ENSG00000186526	heart	0.068	ENSP00000477567	CYP4F8
ENSG00000037280	heart	0.068	ENSP00000261937	FLT4
ENSG00000007264	heart	0.067	ENSP00000378485	MATK
ENSG00000077458	heart	0.067	ENSP00000351631	FAM76B
ENSG00000177989	heart	0.067	ENSP00000382804	ODF3B
ENSG00000184182	heart	0.067	ENSP00000478474	UBE2F
ENSG00000153253	heart	0.067	ENSP00000283254	SCN3A
ENSG00000123562	heart	0.067	ENSP00000394417	MORF4L2
ENSG00000023171	heart	0.067	ENSP00000402457	GRAMD1B
	heart	0.067	ENSP00000329860	CCDC172
ENSG00000132970	heart	0.067	ENSP00000335055	WASF3
ENSG00000130829	heart	0.067	ENSP00000345853	DUSP9
ENSG00000138785	heart	0.067	ENSP00000415433	INTS12
ENSG00000104983	heart	0.067	ENSP00000471454	CCDC61
ENSG00000141698	heart	0.067	ENSP00000389948	NT5C3B
	heart	0.067	ENSP00000308179	WDR3
ENSG00000164932	heart	0.067	ENSP00000330523	CTHRC1
ENSG00000137959	heart	0.067	ENSP00000359787	IFI44L
ENSG00000163840	heart	0.067	ENSP00000296161	DTX3L
ENSG00000038002	heart	0.067	ENSP00000264595	AGA
ENSG00000166889	heart	0.067	ENSP00000300146	PATL1
ENSG00000198807	heart	0.066	ENSP00000355245	PAX9
ENSG00000105879	heart	0.066	ENSP00000401277	CBLL1
ENSG00000275835	heart	0.066	ENSP00000480316	TUBGCP5
	heart	0.066	ENSP00000440374	MCF2L
ENSG00000182107	heart	0.066	ENSP00000450842	TMEM30B
ENSG00000235098	heart	0.066	ENSP00000445688	ANKRD65
ENSG00000163428	heart	0.066	ENSP00000295628	LRRC58
ENSG00000102543	heart	0.066	ENSP00000251108	CDADC1
ENSG00000184709	heart	0.066	ENSP00000360597	LRRC26
	heart	0.066	ENSP00000363478	TMEM50A
ENSG00000188523	heart	0.066	ENSP00000343290	CFAP77
ENSG00000133055	heart	0.066	ENSP00000255416	MYBPH
ENSG00000104231	heart	0.065	ENSP00000220669	ZFAND1
ENSG00000146197	heart	0.065	ENSP00000274938	SCUBE3
ENSG00000156345	heart	0.065	ENSP00000322343	CDK20
	heart	0.065	ENSP00000270061	SSBP4
	heart	0.065	ENSP00000254336	C19orf57
ENSG00000100697	heart	0.065	ENSP00000437256	DICER1
ENSG00000105298	heart	0.065	ENSP00000415078	CACTIN
ENSG00000128408	heart	0.065	ENSP00000483356	RIBC2
ENSG00000107882	heart	0.065	ENSP00000358918	SUFU
ENSG00000172943	heart	0.065	ENSP00000350676	PHF8
ENSG00000079432	heart	0.065	ENSP00000458663	CIC
ENSG00000157404	heart	0.064	ENSP00000288135	KIT
ENSG00000069702	heart	0.064	ENSP00000212355	TGFBR3
ENSG00000068323	heart	0.064	ENSP00000314129	TFE3
ENSG00000198774	heart	0.064	ENSP00000354884	RASSF9
	heart	0.064	ENSP00000493540	MRUPP_HUMAN
ENSG00000174373	heart	0.064	ENSP00000490119	RALGAPA1
ENSG00000055813	heart	0.064	ENSP00000384040	CCDC85A
ENSG00000162852	heart	0.064	ENSP00000355470	CNST
ENSG00000122585	heart	0.064	ENSP00000384364	NPY
ENSG00000185038	heart	0.064	ENSP00000477597	MROH2A
ENSG00000140015	heart	0.064	ENSP00000321427	KCNH5
ENSG00000178295	heart	0.064	ENSP00000370653	GEN1
	heart	0.064	ENSP00000262432	METTL2B
ENSG00000102359	heart	0.063	ENSP00000362095	SRPX2
	heart	0.063	ENSP00000428714	DENND3
ENSG00000196730	heart	0.063	ENSP00000386135	DAPK1
ENSG00000120029	heart	0.063	ENSP00000359050	ARMH3
ENSG00000161681	heart	0.063	ENSP00000293441	SHANK1
ENSG00000128294	heart	0.063	ENSP00000339813	TPST2
	heart	0.063	ENSP00000401535	H7C1Q1_HUMAN
ENSG00000186532	heart	0.063	ENSP00000304360	SMYD4
ENSG00000173531	heart	0.063	ENSP00000414287	MST1
ENSG00000132874	heart	0.063	ENSP00000255226	SLC14A2
	heart	0.063	ENSP00000484252	TSGA10IP
ENSG00000110934	heart	0.063	ENSP00000498807	BIN2
ENSG00000130810	heart	0.063	ENSP00000253107	PPAN
ENSG00000063587	heart	0.063	ENSP00000359271	ZNF275
	heart	0.063	ENSP00000264501	KIAA1109
ENSG00000100523	heart	0.062	ENSP00000500986	DDHD1
ENSG00000179071	heart	0.062	ENSP00000320649	CCDC89
ENSG00000160856	heart	0.062	ENSP00000357169	FCRL3
ENSG00000104884	heart	0.062	ENSP00000375809	ERCC2
ENSG00000000003	heart	0.062	ENSP00000362111	TSPAN6
ENSG00000196666	heart	0.062	ENSP00000443133	FAM180B
ENSG00000131115	heart	0.062	ENSP00000482749	ZNF227
ENSG00000135272	heart	0.062	ENSP00000257724	MDFIC
ENSG00000147905	heart	0.062	ENSP00000443113	ZCCHC7
ENSG00000043462	heart	0.062	ENSP00000046794	LCP2
ENSG00000136999	heart	0.062	ENSP00000259526	CCN3
	heart	0.062	ENSP00000413445	KIAA1324L
ENSG00000133805	heart	0.062	ENSP00000379802	AMPD3
ENSG00000170298	heart	0.061	ENSP00000315564	LGALS9B
ENSG00000198301	heart	0.061	ENSP00000348596	SDAD1
ENSG00000117594	heart	0.061	ENSP00000355995	HSD11B1
ENSG00000124279	heart	0.061	ENSP00000264669	FASTKD3
ENSG00000171916	heart	0.061	ENSP00000329932	LGALS9C
ENSG00000160062	heart	0.061	ENSP00000362609	ZBTB8A
	heart	0.061	ENSP00000399968	NCOA2
ENSG00000003436	heart	0.061	ENSP00000233156	TFPI
ENSG00000121297	heart	0.06	ENSP00000240587	TSHZ3
ENSG00000089847	heart	0.06	ENSP00000471252	ANKRD24
ENSG00000016602	heart	0.06	ENSP00000359594	CLCA4
ENSG00000163161	heart	0.06	ENSP00000285398	ERCC3
ENSG00000155903	heart	0.06	ENSP00000286364	RASA2
ENSG00000106302	heart	0.06	ENSP00000223026	HYAL4
ENSG00000121058	heart	0.06	ENSP00000240316	COIL
ENSG00000172890	heart	0.06	ENSP00000326424	NADSYN1
	heart	0.06	ENSP00000476091	U3KQP1_HUMAN
ENSG00000109684	heart	0.06	ENSP00000226951	CLNK
ENSG00000167207	heart	0.06	ENSP00000300589	NOD2
ENSG00000198795	heart	0.06	ENSP00000354794	ZNF521
ENSG00000104679	heart	0.06	ENSP00000265806	R3HCC1
ENSG00000166578	heart	0.06	ENSP00000400669	IQCD
	heart	0.06	ENSP00000379310	CASC1
ENSG00000178038	heart	0.06	ENSP00000313670	ALS2CL
ENSG00000179632	heart	0.06	ENSP00000318604	MAF1
	heart	0.059	ENSP00000482899	PAMR1
ENSG00000165125	heart	0.059	ENSP00000352358	TRPV6
ENSG00000197506	heart	0.059	ENSP00000365413	SLC28A3
ENSG00000171962	heart	0.059	ENSP00000382140	DRC3
ENSG00000114120	heart	0.059	ENSP00000320688	SLC25A36
ENSG00000167191	heart	0.059	ENSP00000300571	GPRC5B
ENSG00000107551	heart	0.059	ENSP00000339692	RASSF4
ENSG00000122507	heart	0.059	ENSP00000242067	BBS9
	heart	0.059	ENSP00000286523	ELMSAN1
ENSG00000162078	heart	0.059	ENSP00000371715	ZG16B
ENSG00000131351	heart	0.059	ENSP00000253669	HAUS8
	heart	0.059	ENSP00000365895	HS6ST3
ENSG00000103351	heart	0.059	ENSP00000344392	CLUAP1
	heart	0.059	ENSP00000241453	FLT3
	heart	0.059	ENSP00000257626	GSAP
ENSG00000079101	heart	0.059	ENSP00000441726	CLUL1
ENSG00000100403	heart	0.058	ENSP00000345793	ZC3H7B
ENSG00000272391	heart	0.058	ENSP00000481575	POM121C
