ensg,ms_det,ms_abund,ms_present,ms_det_TDR1,ms_det_TDR4,ms_present_TDR1,ms_present_TDR4,ms_abund_TDR1,ms_abund_TDR4,ms_n_proteotypic,ms_n_sequences,soma_det,soma_abund,soma_present,soma_det_TDR1,soma_det_TDR4,soma_present_TDR1,soma_present_TDR4,soma_abund_TDR1,soma_abund_TDR4,olink_det,olink_abund,olink_present,olink_det_TDR1,olink_det_TDR4,olink_present_TDR1,olink_present_TDR4,olink_abund_TDR1,olink_abund_TDR4,arm,p_detect_intrinsic,p_detect_full,top_dark_reason,uniprot,tryptic_per_kda,n_tryptic_7_30,n_tm,is_secreted,has_signal,is_membrane,disorder_fraction_proxy,pep_n_unique,pep_frac_shared,pep_max_shared_genes,pep_n_clean,aff_present,aff_abund_z,zero_unique,mostly_shared,z_ab
ENSG00000140941,0.0,,0,0.0,0.0,0,0,,,,,1.0,17.412013731015566,1,1.0,1.0,1,1,17.47890130456796,17.345126157463177,0.0,,0,0.0,0.0,0,0,,,Organoid,0.2904873716243933,0.612724153745769,proteotypicity,Q9GZQ8,0.2042,3.0,0.0,0.0,0.0,0.0,0.5104166666666666,0.0,1.0,2.0,0.0,1,2.723703911008772,1,1,2.723703911008772
ENSG00000159409,1.0,21.89937695585915,1,1.0,1.0,1,1,21.76818297571906,22.030570935999243,3.0,4.0,1.0,17.314034238396324,1,1.0,1.0,1,1,17.365571377081338,17.262497099711307,0.0,,0,0.0,0.0,0,0,,,Organoid,0.5671569974510937,0.2842319135335751,abundance,Q5SZQ8,0.2572,13.0,0.0,0.0,0.0,0.0,0.1882086167800453,6.0,0.5384615384615384,2.0,4.0,1,2.686045796783924,0,1,2.686045796783924
ENSG00000156976,1.0,25.641487391811197,1,1.0,1.0,1,1,25.577124292742152,25.705850490880238,13.0,13.0,1.0,17.309636440052586,1,1.0,1.0,1,1,17.32923971397009,17.290033166135082,0.0,,0,0.0,0.0,0,0,,,Organoid,0.901501136214466,0.985238514415509,proteotypicity,Q14240,0.4741,22.0,0.0,0.0,0.0,0.0,0.412532637075718,11.0,0.5,2.0,6.0,1,2.684355516624892,0,1,2.684355516624892
ENSG00000139112,1.0,18.57945105085423,1,1.0,1.0,1,1,18.34930629078682,18.80959581092164,1.0,1.0,1.0,17.264216282114326,1,1.0,1.0,1,1,17.244693278922462,17.283739285306183,0.0,,0,0.0,0.0,0,0,,,Organoid,0.7199276389741565,0.3898566338544985,proteotypicity,Q9H0R8,0.2136,3.0,0.0,0.0,0.0,0.0,0.4565217391304347,1.0,0.6666666666666666,2.0,1.0,1,2.6668984197362953,0,1,2.6668984197362953
ENSG00000067560,1.0,27.41249049291697,1,1.0,1.0,1,1,27.338266039648868,27.48671494618505,2.0,7.0,1.0,17.20092418311574,1,1.0,1.0,1,1,17.310258768924736,17.091589597306747,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8735861299897846,0.9341779117292092,proteotypicity,P61586,0.4135,9.0,0.0,0.0,0.0,1.0,0.5180722891566265,3.0,0.6666666666666666,2.0,2.0,1,2.6425722977090915,0,1,2.6425722977090915
ENSG00000109332,1.0,26.008111472345547,1,1.0,1.0,1,1,25.897920589282023,26.11830235540906,1.0,4.0,1.0,17.16407771673332,1,1.0,1.0,1,1,17.02886195735765,17.299293476108993,0.0,,0,0.0,0.0,0,0,,,Organoid,0.7392295623663431,0.5113904737974704,proteotypicity,P61077,0.2397,4.0,0.0,0.0,0.0,1.0,0.1544715447154471,0.0,1.0,3.0,0.0,1,2.6284104725891826,1,1,2.6284104725891826
ENSG00000134108,1.0,24.639335714391944,1,1.0,1.0,1,1,24.593346218255764,24.685325210528127,3.0,3.0,1.0,17.07894965790653,1,1.0,1.0,1,1,17.044701954146785,17.113197361666277,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8840958978652201,0.955369517244942,proteotypicity,Q9NVJ2,0.4643,10.0,0.0,0.0,0.0,0.0,0.3518518518518518,4.0,0.6,1.0,1.0,1,2.5956917670994866,0,1,2.5956917670994866
ENSG00000143947,1.0,25.08961674618402,1,1.0,1.0,1,1,25.39465112847116,24.784582363896888,0.0,3.0,1.0,17.0346577048953,1,1.0,1.0,1,1,17.05715852994997,17.012156879840624,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9228890344358937,0.7695966943524368,proteotypicity,P62979,0.2227,4.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,1.0,3.0,0.0,1,2.578668292276848,1,1,2.578668292276848
ENSG00000166913,1.0,26.451018219002822,1,1.0,1.0,1,1,26.43498064360612,26.467055794399535,6.0,6.0,1.0,16.983333965014644,1,1.0,1.0,1,1,17.05819693939362,16.908470990635674,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8976288878807299,0.9171988876589238,proteotypicity,P31946,0.4985,14.0,0.0,0.0,0.0,0.0,0.3918918918918919,7.0,0.5,6.0,4.0,1,2.558942171971419,0,1,2.558942171971419
ENSG00000162374,1.0,25.87377462792673,1,1.0,1.0,1,1,25.74561158983111,26.00193766602235,6.0,10.0,1.0,17.235749014591715,1,1.0,1.0,1,1,17.314787807723057,17.156710221460376,1.0,10.227495215533732,1,1.0,1.0,1,1,10.132856992160104,10.322133438907358,Organoid,0.3972590429338188,0.8020231200585922,proteotypicity,P26378,0.4717,20.0,0.0,0.0,0.0,0.0,0.0914127423822714,8.0,0.6,2.0,3.0,1,2.545218609096387,0,1,2.545218609096387
ENSG00000167460,1.0,27.864841786165123,1,1.0,1.0,1,1,27.749872085908066,27.979811486422175,9.0,21.0,1.0,16.855728149758388,1,1.0,1.0,1,1,16.94591991986563,16.765536379651145,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9329668925285174,0.9545761103267376,proteotypicity,P67936,0.4908,14.0,0.0,0.0,0.0,0.0,0.9865470852017936,5.0,0.6428571428571429,3.0,4.0,1,2.5098972724907775,0,1,2.5098972724907775
ENSG00000196459,1.0,22.744269233963507,1,1.0,1.0,1,1,22.60930418323378,22.879234284693233,0.0,6.0,1.0,16.82574032997504,1,1.0,1.0,1,1,16.8428083887816,16.808672271168483,0.0,,0,0.0,0.0,0,0,,,Organoid,0.6410394905109458,0.635178700748903,proteotypicity,P0DI81,0.3649,6.0,0.0,0.0,0.0,0.0,0.1982758620689655,0.0,1.0,1.0,0.0,1,2.498371546927532,1,1,2.498371546927532
ENSG00000107105,1.0,23.796478186849253,1,1.0,1.0,1,1,23.797963706159823,23.79499266753869,6.0,6.0,1.0,16.762931351351476,1,1.0,1.0,1,1,16.89729703830584,16.628565664397115,0.0,,0,0.0,0.0,0,0,,,Organoid,0.5625342068521225,0.7542198407594914,proteotypicity,Q12926,0.405,16.0,0.0,0.0,0.0,0.0,0.0985074626865671,5.0,0.6875,2.0,4.0,1,2.4742311107186623,0,1,2.4742311107186623
ENSG00000143947,0.0,,0,0.0,0.0,0,0,,,0.0,3.0,1.0,16.740542488117768,1,1.0,1.0,1,1,16.68914306239349,16.79194191384205,0.0,,0,0.0,0.0,0,0,,,Media,0.9228890344358937,0.7695966943524368,proteotypicity,P62979,0.2227,4.0,0.0,0.0,0.0,0.0,0.6923076923076923,0.0,1.0,3.0,0.0,1,2.4656260205464164,1,1,2.4656260205464164
ENSG00000174903,1.0,24.14356679594554,1,1.0,1.0,1,1,24.340401774239687,23.946731817651386,5.0,7.0,1.0,16.566583345247917,1,1.0,1.0,1,1,16.653787314879654,16.47937937561618,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8435193461473214,0.9328122061932862,proteotypicity,Q9H0U4,0.6315,14.0,0.0,0.0,0.0,0.0,0.2372881355932203,3.0,0.7857142857142857,23.0,1.0,1,2.3987653633055466,0,1,2.3987653633055466
ENSG00000177889,1.0,27.43127683140516,1,1.0,1.0,1,1,27.2997846175734,27.562769045236923,5.0,12.0,1.0,16.55624866036925,1,1.0,1.0,1,1,16.604617017262363,16.50788030347614,0.0,,0,0.0,0.0,0,0,,,Organoid,0.902580917718634,0.9092448257954846,proteotypicity,P61088,0.5835,10.0,0.0,0.0,0.0,0.0,0.1796875,5.0,0.5,1.0,2.0,1,2.3947932592127943,0,1,2.3947932592127943
ENSG00000166949,1.0,22.481706361990398,1,1.0,1.0,1,1,22.560818044354523,22.40259467962627,5.0,9.0,1.0,14.55275850614846,1,1.0,1.0,1,1,14.559757565468203,14.545759446828711,1.0,13.042622961462044,1,1.0,1.0,1,1,12.966208185619099,13.119037737304993,Organoid,0.7945255744259541,0.82179366868433,proteotypicity,P84022,0.3744,18.0,0.0,0.0,0.0,0.0,0.12,8.0,0.5555555555555556,4.0,5.0,1,2.391817233209779,0,1,2.391817233209779
ENSG00000175582,1.0,26.556868804901217,1,1.0,1.0,1,1,26.50682888733502,26.606908722467416,7.0,13.0,1.0,16.48738929361281,1,1.0,1.0,1,1,16.61954928001493,16.355229307210696,0.0,,0,0.0,0.0,0,0,,,Organoid,0.947620987398792,0.94487296231489,proteotypicity,P20340,0.5086,12.0,0.0,0.0,0.0,1.0,0.4043715846994535,5.0,0.5833333333333334,23.0,1.0,1,2.3683273750829206,0,1,2.3683273750829206
ENSG00000089157,1.0,27.5873007324413,1,1.0,1.0,1,1,27.529346512779295,27.6452549521033,6.0,16.0,1.0,16.43534235828777,1,1.0,1.0,1,1,16.449834103951105,16.420850612624438,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9790512305991202,0.963929767087303,proteotypicity,P05388,0.3793,13.0,0.0,0.0,0.0,0.0,0.0819112627986348,4.0,0.6923076923076923,1.0,2.0,1,2.348323296850546,0,1,2.348323296850546
ENSG00000184678,0.0,,0,0.0,0.0,0,0,,,,,1.0,16.335036815623905,1,1.0,1.0,1,1,16.28858714745268,16.38148648379513,0.0,,0,0.0,0.0,0,0,,,Organoid,0.5417858001531303,0.3553753907789369,proteotypicity,Q16778,0.5029,7.0,0.0,0.0,0.0,0.0,0.3366336633663366,0.0,1.0,15.0,0.0,1,2.309771172502442,1,1,2.309771172502442
ENSG00000170315,0.0,,0,0.0,0.0,0,0,,,,,1.0,16.277865666038135,1,1.0,1.0,1,1,16.30155903892527,16.254172293150997,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8826108196878221,0.921187248288394,proteotypicity,P0CG47,0.1553,4.0,0.0,0.0,0.0,1.0,0.6923076923076923,0.0,1.0,3.0,0.0,1,2.287797618405429,1,1,2.287797618405429
ENSG00000204065,1.0,23.960131795028648,1,1.0,1.0,1,1,23.819800130874246,24.100463459183054,4.0,10.0,1.0,16.263971352707955,1,1.0,1.0,1,1,16.351740420699976,16.176202284715934,0.0,,0,0.0,0.0,0,0,,,Organoid,0.922552988814237,0.8292408960548067,proteotypicity,Q5H9L2,0.5578,13.0,0.0,0.0,0.0,0.0,0.9505494505494504,6.0,0.5384615384615384,2.0,5.0,1,2.2824573821531646,0,1,2.2824573821531646
ENSG00000124610,1.0,31.221154645839714,1,1.0,1.0,1,1,31.17061730785365,31.271691983825782,5.0,8.0,1.0,16.962359702342155,1,1.0,1.0,1,1,17.06466172385395,16.860057680830362,1.0,8.375200961764783,1,1.0,1.0,1,1,8.624338607248902,8.126063316280664,Organoid,0.906712889126831,0.8802465194668332,proteotypicity,Q02539,0.2747,6.0,0.0,0.0,0.0,0.0,0.5,3.0,0.5,5.0,3.0,1,2.25436174287415,0,1,2.25436174287415
ENSG00000143977,1.0,26.02407076518228,1,1.0,1.0,1,1,25.841832765427938,26.206308764936615,0.0,4.0,1.0,16.17015376627796,1,1.0,1.0,1,1,16.239591959315643,16.100715573240276,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8976458662956879,0.8346825121288114,proteotypicity,P62308,0.3531,3.0,0.0,0.0,0.0,0.0,0.2115384615384615,0.0,1.0,1.0,0.0,1,2.2463988836691002,1,1,2.2463988836691002
ENSG00000182718,1.0,28.4505940301245,1,1.0,1.0,1,1,28.27051437021961,28.630673690029386,9.0,31.0,1.0,16.61050572986959,1,1.0,1.0,1,1,16.629501599112245,16.591509860626935,1.0,8.798064476609515,1,1.0,1.0,1,1,8.750573404490861,8.845555548728166,Organoid,0.9596653718220598,0.977255947126332,proteotypicity,P07355,0.544,21.0,0.0,1.0,0.0,1.0,0.5987261146496815,5.0,0.7619047619047619,1.0,4.0,1,2.2411509463065995,0,1,2.2411509463065995
ENSG00000105514,1.0,26.535056526382213,1,1.0,1.0,1,1,26.50866149158157,26.56145156118286,5.0,8.0,1.0,16.05767447706283,1,1.0,1.0,1,1,16.178271591074147,15.937077363051515,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8926846708189088,0.8330918743518873,proteotypicity,O95716,0.5357,13.0,0.0,0.0,0.0,1.0,0.3865979381443299,6.0,0.5384615384615384,23.0,2.0,1,2.2031678175759772,0,1,2.2031678175759772
ENSG00000143185,0.0,,0,0.0,0.0,0,0,,,,,0.8,16.027525729059384,1,0.8,0.8,1,1,16.06002070786692,15.995030750251848,0.0,,0,0.0,0.0,0,0,,,Organoid,0.2257705511809871,0.1067336954405497,proteotypicity,Q9UBD3,0.3979,5.0,0.0,1.0,1.0,0.0,0.2318840579710145,0.0,1.0,1.0,0.0,1,2.191580239750259,1,1,2.191580239750259
ENSG00000170035,1.0,24.045997734830973,1,1.0,1.0,1,1,24.16368333813575,23.928312131526194,2.0,7.0,1.0,16.01395288142826,1,1.0,1.0,1,1,16.07596585433176,15.95193990852476,0.0,,0,0.0,0.0,0,0,,,Organoid,0.7312447013389041,0.7849647552203596,proteotypicity,Q969T4,0.3491,8.0,0.0,0.0,0.0,0.0,0.2582417582417582,4.0,0.5,2.0,3.0,1,2.1863635578427947,0,1,2.1863635578427947
ENSG00000215126,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.999404229621607,1,1.0,1.0,1,1,15.881751977590943,16.117056481652273,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,Q4V339,0.3867,17.0,0.0,0.0,0.0,0.0,0.3665768194070081,2.0,0.8823529411764706,4.0,1.0,1,2.180771828625727,0,1,2.180771828625727
ENSG00000096384,1.0,27.583139476575447,1,1.0,1.0,1,1,27.230147089197164,27.936131863953726,22.0,38.0,1.0,15.993546684625594,1,1.0,1.0,1,1,16.12509865260022,15.861994716650969,0.0,,0,0.0,0.0,0,0,,,Media,0.9627004893755664,0.9864572908304532,proteotypicity,P08238,0.4203,35.0,0.0,1.0,0.0,1.0,0.5908440629470673,12.0,0.6571428571428571,4.0,6.0,1,2.178520499366509,0,1,2.178520499366509
ENSG00000170122,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.971984542123796,1,1.0,1.0,1,1,15.912974536259687,16.03099454798791,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,Q12950,0.3805,18.0,0.0,0.0,0.0,0.0,0.1975903614457831,8.0,0.5555555555555556,10.0,4.0,1,2.1702331567445112,0,1,2.1702331567445112
ENSG00000116288,1.0,28.05317497748849,1,1.0,1.0,1,1,27.749643307717417,28.356706647259575,18.0,18.0,1.0,17.805430243588773,1,1.0,1.0,1,1,17.84499311516473,17.76586737201282,1.0,6.446891957102328,1,1.0,1.0,1,1,6.477652811787929,6.416131102416725,Organoid,0.6106023998855377,0.8524720693005592,hydrophobicity,Q99497,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1,2.168278657055285,1,0,2.168278657055285
ENSG00000156925,0.2,22.702974449103767,0,0.4,0.0,0,0,22.70297444910377,,2.0,2.0,0.0,,0,0.0,0.0,0,0,,,1.0,9.022146231651234,1,1.0,1.0,1,1,9.59511184702091,8.449180616281561,Organoid,,,,O60481,0.2373,12.0,0.0,0.0,0.0,0.0,0.1851015801354401,6.0,0.5,12.0,3.0,1,2.1243164239308543,0,1,2.1243164239308543
ENSG00000167552,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.773325192767285,1,1.0,1.0,1,1,15.808872202729855,15.737778182804714,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9249986874955568,0.7902333959095438,proteotypicity,Q71U36,0.4189,21.0,0.0,0.0,0.0,0.0,0.1686182669789227,0.0,1.0,8.0,0.0,1,2.093879051717922,1,1,2.093879051717922
ENSG00000172969,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.729763165071528,1,1.0,1.0,1,1,15.727459167737209,15.73206716240585,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,A6NGY1,0.3247,10.0,0.0,0.0,0.0,0.0,0.3837209302325581,5.0,0.5,2.0,3.0,1,2.077136121427318,0,1,2.077136121427318
ENSG00000109339,1.0,21.868892160033745,1,1.0,1.0,1,1,22.2817052950531,21.45607902501439,6.0,6.0,1.0,15.729650579753145,1,1.0,1.0,1,1,15.923601419172376,15.535699740333914,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,P53779,0.4184,22.0,0.0,0.0,0.0,0.0,0.1477272727272727,10.0,0.5454545454545454,10.0,4.0,1,2.0770928496092425,0,1,2.0770928496092425
ENSG00000170315,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.678693039796476,1,1.0,1.0,1,1,15.66066678460163,15.696719294991322,0.0,,0,0.0,0.0,0,0,,,Media,0.8826108196878221,0.921187248288394,proteotypicity,P0CG47,0.1553,4.0,0.0,0.0,0.0,1.0,0.6923076923076923,0.0,1.0,3.0,0.0,1,2.057507477109277,1,1,2.057507477109277
ENSG00000188958,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.65339248808686,1,1.0,1.0,1,1,15.682883961491683,15.623901014682037,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,Q765I0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,1,2.0477832884983505,1,0,2.0477832884983505
ENSG00000161960,1.0,28.002748081609774,1,1.0,1.0,1,1,27.977846414886024,28.027649748333527,14.0,22.0,1.0,15.647871127861592,1,1.0,1.0,1,1,15.677885960350547,15.617856295372636,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9561337768559104,0.9842312982314542,proteotypicity,P60842,0.455,21.0,0.0,0.0,0.0,1.0,0.4015748031496063,10.0,0.5238095238095238,2.0,4.0,1,2.045661170813503,0,1,2.045661170813503
ENSG00000072062,1.0,24.424960696234017,1,1.0,1.0,1,1,24.375976256869684,24.473945135598342,6.0,6.0,1.0,15.63052177940764,1,1.0,1.0,1,1,15.591891063538153,15.669152495277132,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9921195877028836,0.970058884303598,proteotypicity,P17612,0.4188,17.0,0.0,0.0,0.0,1.0,0.2423312883435582,6.0,0.6470588235294118,2.0,5.0,1,2.0389930025229757,0,1,2.0389930025229757
ENSG00000186298,1.0,24.01576474138593,1,1.0,1.0,1,1,23.844931946910044,24.186597535861807,4.0,4.0,1.0,17.254162559871073,1,1.0,1.0,1,1,17.273932018412186,17.234393101329964,1.0,6.216928326084341,1,1.0,1.0,1,1,6.102863480351383,6.3309931718173,Organoid,0.8998036862091706,0.9564897420477344,proteotypicity,P36873,0.4597,17.0,0.0,0.0,0.0,0.0,0.261744966442953,4.0,0.7647058823529411,2.0,3.0,1,2.0327522108209486,0,1,2.0327522108209486
ENSG00000196890,1.0,26.26548906657098,1,1.0,1.0,1,1,25.641694539102946,26.88928359403902,0.0,1.0,1.0,15.581786287102044,1,1.0,1.0,1,1,15.47121005454586,15.692362519658227,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,Q8N257,0.5033,7.0,0.0,0.0,0.0,0.0,0.3366336633663366,0.0,1.0,15.0,0.0,1,2.0202616671487412,1,1,2.0202616671487412
ENSG00000037241,1.0,22.27796699668688,1,1.0,1.0,1,1,22.216928009369006,22.339005984004764,2.0,2.0,1.0,15.569348617126693,1,1.0,1.0,1,1,15.537453321275654,15.601243912977731,0.0,,0,0.0,0.0,0,0,,,Organoid,0.6786646649774278,0.7720150142880081,proteotypicity,Q9UNX3,0.3477,6.0,0.0,0.0,0.0,0.0,0.7603305785123967,1.0,0.8333333333333334,1.0,1.0,1,2.0154812872539103,0,1,2.0154812872539103
ENSG00000173933,1.0,23.32236906599092,1,1.0,1.0,1,1,23.395182200787833,23.249555931194003,3.0,3.0,1.0,15.556892657594853,1,1.0,1.0,1,1,15.738432731588961,15.375352583600748,0.0,,0,0.0,0.0,0,0,,,Organoid,0.5040787640333865,0.9448767856696892,proteotypicity,Q9BWF3,0.4465,18.0,0.0,0.0,0.0,0.0,0.2647058823529412,4.0,0.7777777777777778,1.0,2.0,1,2.0106938778247456,0,1,2.0106938778247456
ENSG00000181218,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.447754558086814,1,1.0,1.0,1,1,15.387873640292446,15.507635475881182,0.0,,0,0.0,0.0,0,0,,,Organoid,,,,Q7L7L0,0.3541,5.0,0.0,0.0,0.0,0.0,0.2952380952380952,0.0,1.0,14.0,0.0,1,1.9687469876369372,1,1,1.9687469876369372
ENSG00000143862,1.0,26.17340463760201,1,1.0,1.0,1,1,26.28387152503337,26.062937750170658,4.0,10.0,1.0,15.444572662164823,1,1.0,1.0,1,1,15.598731764276057,15.290413560053597,0.0,,0,0.0,0.0,0,0,,,Organoid,0.9402704598882574,0.9673587637342048,proteotypicity,Q96BM9,0.4669,10.0,0.0,0.0,0.0,0.0,0.3209876543209876,4.0,0.6,1.0,1.0,1,1.967524035804072,0,1,1.967524035804072
ENSG00000116288,1.0,27.564732520337817,1,1.0,1.0,1,1,27.557611864254408,27.57185317642122,18.0,18.0,1.0,16.689267887314195,1,1.0,1.0,1,1,16.568145905761767,16.810389868866622,1.0,6.493821911992731,1,1.0,1.0,1,1,6.3955689172574655,6.592074906727997,Media,0.6106023998855377,0.8524720693005592,hydrophobicity,Q99497,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,1,1.9598199582926186,1,0,1.9598199582926186
ENSG00000204388,0.0,,0,0.0,0.0,0,0,,,,,1.0,15.4142557700822,1,1.0,1.0,1,1,15.432925291035389,15.395586249129016,0.0,,0,0.0,0.0,0,0,,,Organoid,0.8077939351097239,0.8390398231575981,proteotypicity,P0DMV9,0.4568,32.0,0.0,0.0,0.0,0.0,0.349025974025974,0.0,1.0,7.0,0.0,1,1.955871832322814,1,1,1.955871832322814
