uniprot	ensg	af_plddt_mean	af_frac_lt50	af_frac_lt70	af_frac_gt90	af_longest_lt50_run	af_coverage	hl_log2_hours	hl_n_values
O95714	ENSG00000128731	76.98285554209271	0.1590815059991725	0.2472072817542407	0.3340918494000827	108.0	1.0	4.949978411867233	4.0
Q96M86	ENSG00000179532	74.01278373558553	0.1428571428571428	0.2667788764990532	0.1195034714916894	117.0	1.0		
Q9P2P6	ENSG00000159433	46.00665597264438	0.7510638297872341	0.798936170212766	0.0791489361702127	685.0	1.0		
Q15149	ENSG00000178209	78.87501967183115	0.0678906917164816	0.1976942783945345	0.2914175918018787	76.0	1.0	6.524322306846101	8.0
P98164	ENSG00000081479	78.21774771161165	0.0533477321814254	0.1993520518358531	0.2185745140388769	201.0	1.0		
Q14204	ENSG00000197102	82.65655604080168	0.0282023681377825	0.1018299246501614	0.2902045209903122	28.0	1.0	6.562112652164067	8.0
Q8TE73	ENSG00000039139	83.87006711361015	0.0315743944636678	0.0804498269896193	0.3019031141868512	55.0	1.0		
Q9NZR2	ENSG00000168702	77.63706466893375	0.0556890150687923	0.2332386984057654	0.2037562786634636	137.0	1.0		
Q14517	ENSG00000083857	78.595654649817	0.0987519159185461	0.1664112108605211	0.1484563170571491	313.0	1.0	4.5923075274445475	2.0
Q9NZJ4	ENSG00000151835	82.33076199835689	0.0410569993448351	0.1185848438523695	0.2356409696440271	49.0	1.0		
P04114	ENSG00000084674	74.77341576908542	0.0674603174603174	0.3414902998236331	0.1693121693121693	26.0	1.0		
Q8TDW7	ENSG00000165323	78.70346841883715	0.0987845303867403	0.1653038674033149	0.1454143646408839	378.0	1.0	3.056930288382672	1.0
Q07954	ENSG00000123384	78.23824731912654	0.0448618784530386	0.2099447513812154	0.2075138121546961	101.0	1.0	4.5567052975986995	4.0
Q96DT5	ENSG00000105877	84.31369789425956	0.0179362267493356	0.0739592559787422	0.3173162090345438	40.0	1.0		
Q685J3	ENSG00000169876	52.19046104574327	0.4115935541629364	0.9263652641002684	0.0205908683974932	529.0	1.0		
Q96JB1	ENSG00000124721	85.26739829780466	0.0220489977728285	0.0719376391982182	0.3835189309576837	42.0	1.0		
Q9NYC9	ENSG00000007174	85.33294246650955	0.0113687026304057	0.0699955416852429	0.3604547481052162	20.0	1.0	6.220368653261846	1.0
Q8IVF4	ENSG00000197653	84.07841081679821	0.029970923730709	0.0805188995750391	0.3453366137329456	71.0	1.0		
Q9UFH2	ENSG00000187775	85.89764846534759	0.006051098162259	0.0515463917525773	0.3787539220080681	12.0	1.0		
Q9P225	ENSG00000183914	85.01306548022416	0.0205556810481138	0.068217754687147	0.3528348768918003	73.0	1.0		
P98160	ENSG00000142798	78.42536356652501	0.0718535469107551	0.1844393592677345	0.1643020594965675	58.0	1.0	5.503507753634558	1.0
Q5THJ4	ENSG00000048707	71.39951703780874	0.2228805834092981	0.363947128532361	0.2365542388331814	85.0	1.0	5.262470742985878	5.0
Q12955	ENSG00000151150	56.262464489702666	0.6086360520904729	0.6778615490061686	0.2234407128169979	427.0	1.0		
Q7Z6Z7	ENSG00000086758	68.59369809153657	0.3342478280749886	0.4012345679012346	0.2809785093735711	244.0	1.0	6.072223732977669	8.0
Q9NYQ8	ENSG00000086570	78.42022879902366	0.0845070422535211	0.1773262525975525	0.1293003925190487	280.0	1.0		
Q8NCM8	ENSG00000187240	84.86436646876071	0.0150917111678662	0.072440213605758	0.3473415370327374	18.0	1.0		
P98161	ENSG00000008710	75.65095332665777	0.1133177570093458	0.2252336448598131	0.1175233644859813	195.0	1.0		
Q9P2D7	ENSG00000114841	84.00352420030146	0.0426729191090269	0.0902696365767878	0.3685814771395076	136.0	1.0		
Q86WI1	ENSG00000205038	88.36493585016294	0.019654274212645	0.0594364196069145	0.5770779067013971	24.0	1.0		
Q8TCU4	ENSG00000116127	39.58168009665479	0.8982725527831094	0.9316218809980806	0.0153550863723608	2105.0	1.0	7.223200490649019	1.0
Q9C0G6	ENSG00000115423	83.34118660528183	0.0545935545935546	0.0911495911495911	0.3407888407888408	63.0	1.0		
P78527	ENSG00000253729	79.36577369993539	0.0930232558139534	0.1705426356589147	0.2109980620155038	73.0	1.0	7.575682941936476	8.0
P08F94	ENSG00000170927	79.3664684028635	0.1056529252036534	0.1979758084423599	0.2957294495186374	222.0	1.0		
Q8N3K9	ENSG00000164309	44.07928308113612	0.8198574588350946	0.8712214303268616	0.052592774637503	1057.0	1.0		
P20930	ENSG00000143631	38.21271812596006	0.962078305836001	0.979807929081507	0.0078798325535582	3718.0	1.0		
Q8WXX0	ENSG00000118997	84.95776493420429	0.040506958250497	0.0844930417495029	0.422962226640159	120.0	1.0		
Q86XX4	ENSG00000138759	77.77854761306833	0.0627825213460572	0.1840783525866398	0.113008538422903	91.0	1.0		
Q9Y4D8	ENSG00000173064	72.02661002073502	0.2044544544544544	0.3238238238238238	0.1894394394394394	144.0	1.0	5.923434457810527	3.0
Q03164	ENSG00000118058	50.17916729054937	0.690854119425548	0.7702191987906274	0.1048122952884857	758.0	1.0	5.7141768162665105	4.0
Q01484	ENSG00000145362	58.11806966557156	0.558756633813495	0.6368460955269143	0.2178417993429365	281.0	1.0		
Q9UPA5	ENSG00000164061	44.45430522292993	0.84	0.8975796178343949	0.0501910828025477	359.0	1.0		
Q99996	ENSG00000127914	68.85745273440831	0.2771947786025083	0.3862298438699769	0.1801894036345021	126.0	1.0	5.154818109052104	7.0
A0A087WUL8	ENSG00000271383	37.1928314127108	0.957585219880302	0.9672131147540984	0.0174342961228207	3586.0	1.0		
Q6P3W6	ENSG00000271425	38.78341732229124	0.9188405797101448	0.9451910408432148	0.0247694334650856	3164.0	1.0		
Q709C8	ENSG00000129003	75.36083831347621	0.1364241939781508	0.2909672262190247	0.251265654143352	67.0	1.0	6.857172361845723	8.0
Q7Z407	ENSG00000164796	76.61377934923631	0.0817372538440787	0.1823577016455354	0.0995414081467493	137.0	1.0		
Q15911	ENSG00000140836	52.74030457929864	0.6122063192006482	0.6918714555765595	0.0575209289765055	299.0	1.0		
O15230	ENSG00000130702	80.72399620088473	0.0390710382513661	0.1622950819672131	0.2680327868852459	32.0	1.0	4.978035423050627	2.0
P11532	ENSG00000198947	78.97692185824125	0.1109905020352781	0.1850746268656716	0.2748982360922659	84.0	1.0	4.52635056052912	2.0
Q9NRC6	ENSG00000137877	79.56935219172045	0.0511703864997278	0.1426238432226456	0.0898203592814371	47.0	1.0		
Q96T58	ENSG00000065526	49.01135885839052	0.7513646288209607	0.818504366812227	0.1124454148471615	305.0	1.0	4.7950655826596185	8.0
Q96Q15	ENSG00000157106	80.56959843134196	0.1136301556951652	0.1761813712100519	0.4124556132204315	143.0	1.0	5.6861923458141375	5.0
O60494	ENSG00000107611	81.06953027286724	0.0050167224080267	0.1284838350055741	0.1413043478260869	6.0	1.0		
Q4LDE5	ENSG00000165124	75.05305528981431	0.054305008441193	0.193021947101857	0.0374226223972988	53.0	1.0		
Q86UP3	ENSG00000091656	52.48819509525144	0.6136809643958508	0.7045135968601065	0.0667227361928791	275.0	1.0		
Q70CQ2	ENSG00000115464	74.54860545752425	0.2179921037789058	0.2865200225606317	0.3719684151156232	362.0	1.0	5.06268299625346	8.0
Q9UKN7	ENSG00000091536	61.030576284904896	0.4648725212464589	0.5192634560906516	0.1932011331444759	641.0	1.0		
Q8IZQ1	ENSG00000163625	77.48544077330308	0.1744186046511628	0.2447532614861032	0.3993193420306296	121.0	1.0	5.623369416114808	2.0
Q0VDD8	ENSG00000185842	66.38774828574145	0.2574850299401197	0.4274308525805532	0.0687197034502423	220.0	1.0		
P46939	ENSG00000152818	78.53248047660661	0.1200116516166618	0.1995339353335275	0.2659481503058549	79.0	1.0	5.962618426082437	6.0
Q5T011	ENSG00000198198	68.76801134976135	0.2849650349650349	0.3831585081585081	0.2103729603729603	126.0	1.0	6.436578300078875	1.0
P51587	ENSG00000139618	48.80749252556493	0.6966062024575775	0.7530719719133997	0.1038619075482738	814.0	1.0		
P13611	ENSG00000038427	43.217707804389526	0.8166469194312796	0.8329383886255924	0.0936018957345971	1167.0	1.0		
A4UGR9	ENSG00000163092	46.84671885849776	0.6561944279786603	0.8651452282157677	0.0136336692353289	375.0	1.0		
Q6V1P9	ENSG00000197410	73.73368076450397	0.1616730940373776	0.2506674577276772	0.0634826460990803	292.0	1.0		
Q9H251	ENSG00000107736	79.26378925962459	0.074452116481537	0.1263884719303512	0.0717502251576103	124.0	1.0		
O95613	ENSG00000160299	67.19061467254768	0.3294364508393285	0.4343525179856115	0.2727817745803357	303.0	1.0	5.559767110418141	7.0
Q16787	ENSG00000053747	80.05515235063098	0.0545785324439054	0.1791995148574894	0.2631898120072771	55.0	1.0		
Q02505	ENSG00000169894	42.68346573962112	0.7590689238210399	0.901148730350665	0.0459492140266021	1744.0	1.0		
Q9NYQ7	ENSG00000008300	70.44634977497097	0.2625	0.3375	0.1780487804878048	525.0	1.0		
Q96JQ0	ENSG00000166341	77.38736949368199	0.1268427518427518	0.1956388206388206	0.14004914004914	171.0	1.0		
Q15772	ENSG00000072195	59.163612962234176	0.4784205693296602	0.5301499846954393	0.1505968778696051	505.0	1.0		
Q14789	ENSG00000173230	74.12406295387134	0.1828781834918686	0.270328321571034	0.1574102485424977	96.0	1.0	5.331597741172669	8.0
Q8N2C7	ENSG00000144406	62.8031387719606	0.429097605893186	0.4864947820748925	0.2335788827501534	346.0	1.0		
P46013	ENSG00000148773	41.64489304726805	0.9269041769041768	0.9597665847665848	0.0264127764127764	1080.0	1.0		
Q6ZRS2	ENSG00000080603	48.43283520566121	0.6696594427244582	0.7510835913312693	0.0919504643962848	884.0	1.0	5.947642781768006	6.0
P49792	ENSG00000153201	64.33542194700462	0.4174937965260546	0.4857320099255583	0.2627171215880893	334.0	1.0	5.769269246952328	8.0
Q9H799	ENSG00000197603	57.56922156188093	0.4726305911792305	0.6046293400062559	0.0516108852048795	345.0	1.0		
Q6ZTR5	ENSG00000165164	76.47189688018288	0.1264512080326325	0.2372136805773454	0.1637903984938813	55.0	1.0		
Q6ZS81	ENSG00000128815	78.69018345447476	0.1347361809045226	0.2123115577889447	0.3640075376884422	62.0	1.0	6.2096288178701515	4.0
P12111	ENSG00000163359	76.45431234137055	0.2046319796954314	0.253489847715736	0.3686548223350254	201.0	1.0	6.8363281339239785	1.0
Q96RL7	ENSG00000197969	75.6881420994989	0.1433522369250157	0.2772526780088217	0.2479521109010712	76.0	1.0	6.29826423299389	6.0
Q5SZK8	ENSG00000150893	79.40585404754282	0.0755683637528017	0.1456932436759526	0.1498559077809798	146.0	1.0		
Q96L91	ENSG00000183495	50.81502947738132	0.5862614751503641	0.7334599556821779	0.0440012662234884	378.0	1.0	5.925679047739857	6.0
P42858	ENSG00000197386	78.46208856960989	0.1884150222788033	0.2371101209420751	0.4958625079567155	255.0	1.0	5.881077242624619	5.0
O60673	ENSG00000009413	58.46705898372128	0.5233226837060703	0.6236421725239617	0.2348242811501597	379.0	1.0		
P24043	ENSG00000196569	81.23248742703534	0.0348387096774193	0.1577419354838709	0.2632258064516129	37.0	1.0		
Q5VT06	ENSG00000135837	53.91353988114334	0.6159769008662175	0.7119024703240295	0.1363490535771575	374.0	1.0	5.356742460799424	3.0
P49454	ENSG00000117724	71.10087577107345	0.2420443587270974	0.3156541305046609	0.0880745740919318	116.0	1.0		
O75962	ENSG00000038382	74.41416489844241	0.2247336131740394	0.2844688408136906	0.3251533742331288	263.0	1.0	5.598231197125017	4.0
Q96N23	ENSG00000188596	73.5472959271564	0.1744186046511628	0.3045865633074935	0.2112403100775193	54.0	1.0		
Q6ZR08	ENSG00000174844	84.14203254173597	0.0310478654592496	0.0902328589909443	0.3292367399741268	21.0	1.0		
Q8WUY3	ENSG00000106772	44.87588664261042	0.7908031088082902	0.8341968911917098	0.0712435233160621	861.0	1.0		
Q8IZF6	ENSG00000156920	47.65923879712384	0.68948575171962	0.7487716999672454	0.0995741893219783	2007.0	1.0		
P25391	ENSG00000101680	80.88939996574169	0.0317200784826684	0.2011118378024853	0.2606278613472858	21.0	1.0		
Q8IWI9	ENSG00000174197	48.64218621145032	0.7132137030995106	0.8254486133768353	0.0907014681892332	389.0	1.0	4.354593207169192	1.0
Q99715	ENSG00000111799	79.61088236998748	0.1131578947368421	0.1740131578947368	0.2848684210526316	87.0	1.0		
Q13315	ENSG00000149311	79.11304060478528	0.0739770867430442	0.1770867430441898	0.1505728314238952	54.0	1.0	6.905387005018131	7.0
Q8NFC6	ENSG00000038219	43.15757076524481	0.8767617174696821	0.9311701081612586	0.0432645034414945	521.0	1.0	5.032541697270038	8.0
Q12830	ENSG00000171634	55.20790521527061	0.5551543007222587	0.6503611293499671	0.1388706500328299	497.0	1.0	5.232008326956055	7.0
Q8TDJ6	ENSG00000104093	67.6760523558567	0.2944664031620553	0.414361001317523	0.1590909090909091	70.0	1.0	5.176362669628641	2.0
Q9Y485	ENSG00000172869	68.60202484779839	0.2969937231582424	0.3974231912784935	0.2140733399405351	125.0	1.0	5.930855586408565	6.0
O94915	ENSG00000075539	70.9642431859862	0.2576361221779548	0.350597609561753	0.2586321381142098	294.0	1.0	6.262451950431011	6.0
Q5TBA9	ENSG00000073910	70.95735023627772	0.256554928642549	0.3388649186856953	0.2598738798539661	255.0	1.0	6.756556322524087	2.0
Q5TI25	ENSG00000270629	39.40532488684899	0.8982597054886211	0.931057563587684	0.0327978580990629	2545.0	1.0		
O60229	ENSG00000160145	75.65110783657066	0.1731413261888814	0.2565304755525787	0.3101138647019424	165.0	1.0		
Q9NR48	ENSG00000116539	50.17812855859757	0.6881104749073762	0.7773661165375547	0.0939710340181879	383.0	1.0		
O15417	ENSG00000182095	48.03902940091131	0.7503369272237197	0.8527628032345014	0.0646900269541779	248.0	1.0		
O43149	ENSG00000074755	73.0082872506435	0.1570945945945946	0.3101351351351351	0.1347972972972973	121.0	1.0	6.661122502199433	5.0
O95359	ENSG00000138162	44.31238084738645	0.8616010854816825	0.9090909090909092	0.0736092265943012	1131.0	1.0	5.743676527061143	1.0
Q8NFP9	ENSG00000172915	73.01549005107813	0.2803801765105227	0.3214528173794976	0.4246435845213849	352.0	1.0		
Q02388	ENSG00000114270	60.88372883326828	0.5030737704918032	0.6007513661202186	0.119535519125683	87.0	1.0		
O15050	ENSG00000168016	75.93869236467236	0.1535042735042735	0.2485470085470085	0.2263247863247863	73.0	1.0	4.742814669862893	3.0
Q9HCU4	ENSG00000143126	75.41383020483435	0.16701244813278	0.2479253112033195	0.2088520055325034	298.0	1.0		
P35556	ENSG00000138829	73.0511868192873	0.0503330866025166	0.2390821613619541	0.0	76.0	1.0		
Q3L8U1	ENSG00000177200	56.16793586140014	0.5381429064549534	0.6075250258888505	0.1163272350707628	516.0	1.0		
Q9BYK8	ENSG00000130589	80.81584613424099	0.0863259668508287	0.1740331491712707	0.3494475138121547	108.0	1.0	5.339939055385557	4.0
Q9Y520	ENSG00000117523	43.270822291831095	0.8411602209944752	0.919889502762431	0.0093232044198895	404.0	1.0	5.198317341941958	8.0
P15924	ENSG00000096696	78.55175080857839	0.0961337513061651	0.1967955416231278	0.3207941483803553	64.0	1.0	4.751436940863527	2.0
P35555	ENSG00000166147	74.26853011856025	0.0424264979531075	0.2132489765537774	0.0014886490509862	49.0	1.0		
P50851	ENSG00000198589	73.65534465575189	0.2634521313766597	0.3025856044723969	0.4175401816911251	360.0	1.0	7.712513244044885	4.0
Q86YZ3	ENSG00000197915	34.33068151211362	0.9575438596491228	0.9617543859649124	0.019298245614035	2728.0	1.0		
Q8TDX9	ENSG00000158683	63.417391983820565	0.3418743418743418	0.4738504738504738	0.0895050895050895	388.0	1.0		
Q7Z7M0	ENSG00000105429	77.71120619993917	0.0887154009936125	0.2203690560681334	0.1863023420865862	58.0	1.0		
P25054	ENSG00000134982	51.90459135082604	0.7012667135819846	0.7762139338494018	0.1439127375087966	241.0	1.0		
P21359	ENSG00000196712	77.30535405550523	0.1666666666666666	0.230091613812544	0.3731501057082452	143.0	1.0	5.422670318619349	3.0
O15018	ENSG00000133401	48.30126244989013	0.7375836562169779	0.7756252201479394	0.1039098274040155	614.0	1.0		
Q9NR99	ENSG00000101825	61.71463210801809	0.4250535331905781	0.4835831548893647	0.1695217701641684	1054.0	1.0		
P04275	ENSG00000110799	82.88690170940171	0.0431848852901484	0.1309041835357624	0.330634278002699	24.0	1.0		
Q12802	ENSG00000170776	53.4803595128062	0.6455741201564167	0.6885886953430501	0.1837895485247067	953.0	1.0	5.664553949369349	8.0
Q75N90	ENSG00000142449	72.86922511314258	0.0397576675501703	0.2699734948882999	0.0003786444528587	61.0	1.0		
Q6KC79	ENSG00000164190	64.48761990523741	0.4001426533523537	0.4971469329529244	0.2517831669044222	507.0	1.0	5.704636843537284	8.0
P78559	ENSG00000166963	49.74689880740024	0.703888690688548	0.803068141277203	0.0706386014983945	387.0	1.0		
Q9BXT5	ENSG00000133863	45.03571760658368	0.7429186088203658	0.7837934743635712	0.0756543564001434	649.0	1.0		
Q9NT68	ENSG00000145934	82.11946793353246	0.161860129776496	0.1892573900504686	0.6243691420331651	371.0	1.0		
Q6N022	ENSG00000149256	78.64395950059331	0.1675695196821957	0.215962441314554	0.4564824846514987	337.0	1.0		
P01266	ENSG00000042832	74.27946978121913	0.0945798472171698	0.299381593306657	0.0963986904328846	39.0	1.0		
Q14643	ENSG00000150995	76.12824120308022	0.1475707034082668	0.2306018854242204	0.1831036983321247	73.0	1.0	7.232176259890033	6.0
Q6ZNJ1	ENSG00000160796	78.04203409758965	0.1299927378358751	0.214233841684822	0.2912127814088598	140.0	1.0	7.998759650910368	3.0
O43451	ENSG00000257335	93.32531030218117	0.0225208863058481	0.0265165274246276	0.8721394841990556	54.0	1.0		
Q9UQ35	ENSG00000167978	40.3884259672619	0.9262354651162792	0.9618459302325582	0.0141715116279069	1169.0	1.0	5.903773413641662	8.0
Q9H5I5	ENSG00000154864	74.59523811254152	0.207485465116279	0.2910610465116279	0.3350290697674418	155.0	1.0		
Q9UKZ4	ENSG00000009694	79.08012089995631	0.1541284403669724	0.211743119266055	0.4502752293577982	314.0	1.0		
Q14315	ENSG00000128591	80.21671238968982	0.0755963302752293	0.1574311926605504	0.2561467889908257	76.0	1.0	8.60308105899119	1.0
O60281	ENSG00000188994	55.613111090708784	0.5405802423797282	0.6356959236136615	0.0672052882849798	261.0	1.0	4.6108771994719495	1.0
P15822	ENSG00000095951	41.38472568239953	0.8635025754231053	0.9308314937454012	0.0312729948491537	460.0	1.0		
Q8IYW2	ENSG00000171811	73.77780541085679	0.1970534069981583	0.2732965009208103	0.2456721915285451	191.0	1.0		
Q02224	ENSG00000138778	71.82902485085954	0.1597479614529281	0.2935507783543366	0.0659747961452928	100.0	1.0		
Q14571	ENSG00000123104	77.62367128576717	0.1362458348759718	0.203258052573121	0.2202887819326175	64.0	1.0	6.203866741513569	6.0
Q9P273	ENSG00000218336	77.3720711374583	0.1567247128566135	0.2171174509077436	0.3623564283067803	230.0	1.0		
Q96L73	ENSG00000165671	44.67696958456973	0.7240356083086054	0.7440652818991098	0.1246290801186943	490.0	1.0		
Q6ZS30	ENSG00000144426	74.83027839643653	0.1306607275426874	0.2323682256867112	0.1306607275426874	156.0	1.0	5.547480676723874	1.0
Q7Z333	ENSG00000107290	52.26735524841241	0.539409787075084	0.6167351512887561	0.1068360104594695	821.0	1.0	4.343763122149601	6.0
Q92616	ENSG00000089154	82.3013445692884	0.0191011235955056	0.0782771535580524	0.1441947565543071	25.0	1.0		
Q14573	ENSG00000096433	73.40836390864845	0.1299138899288656	0.2609509546986147	0.0254586297266941	64.0	1.0	6.676725795120913	2.0
Q6UB99	ENSG00000167522	39.20781449493053	0.838152459631994	0.8772061584678934	0.0582050319188884	992.0	1.0		
P21333	ENSG00000196924	76.55740362811792	0.0529100529100529	0.2309145880574452	0.0975056689342403	27.0	1.0	6.975160124198186	8.0
Q9P281	ENSG00000266074	39.931458885941645	0.8556271314892004	0.8889730958696476	0.0712391057218643	536.0	1.0		
Q6WRI0	ENSG00000152580	58.68908670520231	0.3926782273603083	0.5136801541425818	0.0254335260115606	764.0	1.0		
O15021	ENSG00000069020	42.53426229508197	0.776591688905833	0.8025162028211971	0.1151353412123522	1384.0	1.0		
Q9UPU5	ENSG00000162402	75.14932061068703	0.1683206106870229	0.2305343511450381	0.1709923664122137	78.0	1.0	6.488241842777296	7.0
A8TX70	ENSG00000172752	70.40002695417789	0.2283403927608779	0.3299961494031574	0.170196380438968	336.0	1.0		
Q9ULT8	ENSG00000092148	68.08795019157088	0.2662835249042146	0.357088122605364	0.1471264367816092	421.0	1.0	5.160214314407771	8.0
O75179	ENSG00000132466	53.36866308106032	0.5824049174029965	0.6227429888590088	0.2074529389166346	458.0	1.0	5.1151164985679785	4.0
O75369	ENSG00000136068	76.25759415833974	0.0395849346656418	0.2421214450422751	0.0576479631053036	37.0	1.0	6.361154241298279	7.0
Q9C0D2	ENSG00000166004	43.881184159938485	0.7254901960784313	0.7712418300653595	0.0838139177239523	337.0	1.0		
Q9HCE0	ENSG00000152223	73.47307095773556	0.1613028305544784	0.244280728964715	0.0798759208995734	250.0	1.0	5.644130275795146	4.0
Q9C0A1	ENSG00000136367	46.77943234836703	0.6734059097978227	0.7534992223950233	0.0509331259720062	215.0	1.0		
Q9NY15	ENSG00000010327	67.94315913555994	0.1005893909626719	0.4990176817288801	0.0125736738703339	107.0	1.0	3.7251958172266635	2.0
Q8IUG5	ENSG00000133454	59.76086871834828	0.4063108687183482	0.52668484612388	0.1184261784183872	254.0	1.0		
Q9H254	ENSG00000160460	71.80326053042121	0.1751170046801872	0.2917316692667707	0.0768330733229329	294.0	1.0		
Q9BYW2	ENSG00000181555	43.35460218408736	0.7773010920436817	0.7952418096723869	0.1166146645865834	861.0	1.0		
P46531	ENSG00000148400	59.803464722112736	0.2605439495467087	0.6491919590067008	0.0287741426882144	193.0	1.0	4.031395196275534	1.0
Q93008	ENSG00000124486	79.54339467501957	0.1158966327329679	0.1832419733750978	0.3108848864526233	77.0	1.0	6.023477151830433	6.0
Q8WWQ8	ENSG00000136011	70.75956556082149	0.0849131121642969	0.3941548183254344	0.0177725118483412	40.0	1.0		
P42345	ENSG00000198793	77.97040800313849	0.0984699882306786	0.1785013730874853	0.100823852491173	55.0	1.0	6.117861242202325	5.0
B2RTY4	ENSG00000066933	57.39747252747253	0.4458398744113029	0.5404238618524333	0.0419937205651491	326.0	1.0	8.067095496032449	1.0
Q8IWZ3	ENSG00000131503	54.018929976396535	0.569236821400472	0.6160503540519277	0.2328874901652242	542.0	1.0	4.4472485686017755	7.0
Q9Y4G6	ENSG00000171914	75.99888670338316	0.0672698662470495	0.2195121951219512	0.0287175452399685	82.0	1.0	6.512811558959216	3.0
Q9Y490	ENSG00000137076	75.88697756788666	0.0759543486816214	0.2282565918929555	0.0649350649350649	83.0	1.0	6.840998165567986	8.0
Q15652	ENSG00000171988	49.22713385826771	0.6503937007874016	0.6960629921259842	0.152755905511811	662.0	1.0	4.297998395583097	3.0
Q68DK2	ENSG00000072121	65.29859787317841	0.2051988972036234	0.4277274517526585	0.0003938558487593	75.0	1.0	5.825327717871343	3.0
Q8TEP8	ENSG00000101639	50.83798975167521	0.5916436736302719	0.6614111154907371	0.0216791486007095	626.0	1.0	5.387810556021001	1.0
P16112	ENSG00000157766	51.968607796340486	0.5393794749403341	0.7243436754176611	0.1519490851233094	691.0	1.0		
