ensg	Transcript count	Transcript length (including UTRs and CDS)	exon_count	manual_gc_content	cai	kozak_score	utr5_length	utr3_length	cds_length	utr5_gc	utr3_gc	utr3_to_cds_ratio
ENSG00000001629	22	6340	20	42.71293375394322	0.5292486334435565	0.875	636.0	2434.0	3267.0	68.39622641509435	33.03204601479047	0.7450260177532905
ENSG00000001630	30	3155	10	41.0459587955626	0.530285061851686	0.375	113.0	1512.0	1527.0	62.83185840707964	36.11111111111111	0.9901768172888016
ENSG00000001631	82	4079	19	37.705319931355724	0.4728686194237667	0.875	545.0	1323.0	2208.0	44.403669724770644	34.08919123204838	0.5991847826086957
ENSG00000002016	37	3023	12	47.86635792259345	0.6070009608283256	0.375	111.0	1655.0	1254.0	59.45945945945946	42.779456193353475	1.3197767145135566
ENSG00000002330	29	929	4	65.76964477933261	0.6568817727814786	0.625	43.0	379.0	504.0	74.4186046511628	63.06068601583114	0.751984126984127
ENSG00000002549	22	2209	13	49.026708918062475	0.5612358834872576	0.4375	268.0	381.0	1557.0	74.25373134328358	28.083989501312335	0.24470134874759153
ENSG00000002586	66	1129	10	53.14437555358724	0.5761186933248265	0.9375	66.0	505.0	555.0	74.24242424242425	47.524752475247524	0.9099099099099099
ENSG00000002587	8	7160	2	45.754189944134076	0.6583508704787018	0.75	304.0	5932.0	921.0	68.75	42.31287929871881	6.440825190010858
ENSG00000002726	17	2609	5	60.25297048677655	0.7258853911178794	0.5	58.0	295.0	2253.0	62.06896551724138	56.271186440677965	0.13093652907234798
ENSG00000002745	3	3150	4	41.42857142857143	0.6383032308325467	0.875	293.0	1759.0	1095.0	61.092150170648466	30.58555997725981	1.606392694063927
ENSG00000002746	13	9453	30	48.09055326351423	0.638609927900253	0.375	557.0	4075.0	4818.0	61.759425493716336	36.61349693251534	0.8457866334578663
ENSG00000002822	68	2695	19	62.26345083487941	0.7364575134482478	0.9375	263.0	275.0	2154.0	62.737642585551335	66.54545454545455	0.127669452181987
ENSG00000002834	18	3910	7	56.29156010230179	0.736564449625763	0.75	132.0	2992.0	783.0	71.96969696969697	54.57887700534759	3.8212005108556832
ENSG00000002919	34	2992	7	50.835561497326196	0.5856904855644228	0.375	86.0	2093.0	810.0	59.30232558139535	50.07166746297182	2.583950617283951
ENSG00000002933	74	1033	7	57.69603097773476	0.663245156602646	0.8125	75.0	250.0	705.0	72.0	54.400000000000006	0.3546099290780142
ENSG00000003056	41	2450	7	45.714285714285715	0.5886958985039906	0.5625	159.0	1457.0	831.0	64.15094339622641	41.38641043239533	1.753309265944645
ENSG00000003096	12	3342	8	43.058049072411734	0.5405613684830525	0.75	327.0	1095.0	1917.0	66.36085626911316	33.42465753424658	0.5712050078247262
ENSG00000003137	6	4556	6	56.21158911325724	0.7269452111335849	0.5	28.0	2989.0	1536.0	71.42857142857143	52.59284041485447	1.9459635416666667
ENSG00000003147	78	2344	14	46.75767918088737	0.5461759449442729	0.625	153.0	739.0	1449.0	54.90196078431373	47.090663058186735	0.5100069013112492
ENSG00000003249	12	2056	4	62.88910505836576	0.6233086329914396	0.4375	1117.0	243.0	693.0	67.68128916741271	58.43621399176955	0.35064935064935066
ENSG00000003393	87	6675	34	45.19850187265917	0.5437550040623004	0.5	117.0	1584.0	4971.0	56.41025641025641	38.38383838383838	0.31864815932407964
ENSG00000003400	24	5668	10	46.13620324629499	0.5917860881956961	0.6875	175.0	3924.0	1566.0	43.42857142857143	45.79510703363914	2.5057471264367814
ENSG00000003402	103	14612	10	44.05967697782644	0.5948860396747919	0.4375	455.0	12714.0	1440.0	58.02197802197803	43.212207015888	8.829166666666667
ENSG00000003436	71	3859	8	34.67219486913708	0.5391181838627301	0.0	238.0	2706.0	912.0	36.554621848739494	33.11160384331116	2.9671052631578947
ENSG00000003509	46	2184	10	42.67399267399267	0.5188452576170776	0.5	48.0	810.0	1323.0	62.5	38.39506172839506	0.6122448979591837
ENSG00000003756	70	3177	25	49.29178470254957	0.5845800887446261	0.875	164.0	565.0	2445.0	53.65853658536586	46.017699115044245	0.2310838445807771
ENSG00000003987	15	5110	14	38.082191780821915	0.5927374613600248	0.9375	59.0	3068.0	1980.0	79.66101694915254	31.584093872229463	1.5494949494949495
ENSG00000003989	23	7615	13	41.44451739986868	0.5491286926077564	0.375	218.0	5420.0	1974.0	72.01834862385321	37.730627306273064	2.745694022289767
ENSG00000004059	17	1032	6	59.399224806201545	0.6602307464299887	0.875	88.0	401.0	540.0	84.0909090909091	58.85286783042394	0.7425925925925926
ENSG00000004139	13	10277	9	55.191203658655255	0.655153721682157	0.5625	339.0	7763.0	2172.0	67.84660766961652	51.68105114002318	3.5741252302025783
ENSG00000004142	37	2670	11	53.59550561797752	0.5827508850681083	0.875	79.0	1484.0	1104.0	79.74683544303798	50.40431266846361	1.3442028985507246
ENSG00000004399	21	6913	36	62.98278605525821	0.7040985542424765	0.25	37.0	1098.0	5775.0	83.78378378378379	59.19854280510018	0.19012987012987012
ENSG00000004455	39	5970	6	45.22613065326633	0.6372373148374104	0.8125	55.0	5195.0	717.0	61.81818181818181	44.06159769008662	7.245467224546722
ENSG00000004468	8	5620	8	42.27758007117438	0.5888552843986979	0.4375	87.0	4630.0	900.0	65.51724137931035	40.53995680345572	5.144444444444445
ENSG00000004478	25	3715	10	50.98250336473755	0.6595337464069302	0.4375	170.0	2165.0	1377.0	78.23529411764706	47.52886836027714	1.5722585330428467
ENSG00000004487	92	3085	21	51.053484602917344	0.5246647700671381	0.375	129.0	325.0	2628.0	77.51937984496125	42.769230769230774	0.12366818873668188
ENSG00000004534	44	3630	21	47.96143250688705	0.5746220688384155	0.5	142.0	116.0	3369.0	57.74647887323944	34.48275862068966	0.034431582071831404
ENSG00000004660	14	3572	16	58.79059350503919	0.6923489187340125	0.875	158.0	1896.0	1515.0	76.58227848101265	57.120253164556964	1.2514851485148515
ENSG00000004700	24	3745	15	37.46328437917223	0.5173920212310809	0.75	511.0	1284.0	1947.0	52.64187866927593	29.361370716510905	0.6594761171032357
ENSG00000004766	39	5684	28	36.69950738916256	0.49350718836558644	0.375	102.0	2687.0	2892.0	53.92156862745098	33.75511723111276	0.9291147994467497
ENSG00000004776	5	1460	3	62.73972602739726	0.6013786454077096	0.6875	21.0	956.0	480.0	66.66666666666666	58.36820083682008	1.9916666666666667
ENSG00000004777	13	4352	21	65.69393382352942	0.6661271836384354	0.9375	95.0	393.0	3861.0	75.78947368421053	55.470737913486005	0.10178710178710179
ENSG00000004779	18	665	5	48.421052631578945	0.5151474637701945	0.9375	26.0	168.0	468.0	65.38461538461539	38.095238095238095	0.358974358974359
ENSG00000004799	21	3601	11	39.4334906970286	0.5305702205210179	0.375	223.0	2142.0	1233.0	68.16143497757847	34.03361344537815	1.7372262773722629
ENSG00000004809	13	1959	8	46.75855028075549	0.5686953472050761	0.9375	39.0	186.0	1731.0	74.35897435897436	26.881720430107524	0.10745233968804159
ENSG00000004838	18	1774	12	60.09019165727171	0.7040883441093648	0.625	153.0	298.0	1320.0	66.66666666666666	62.41610738255034	0.22575757575757577
ENSG00000004846	6	5350	28	40.67289719626168	0.5157456766959003	0.6875	192.0	1384.0	3771.0	38.54166666666667	36.63294797687861	0.3670114028109255
ENSG00000004848	6	2893	5	62.6685101970273	0.6235264372969691	0.6875	228.0	976.0	1686.0	63.59649122807017	45.49180327868852	0.5788849347568209
ENSG00000004864	34	3141	18	44.34893346068131	0.5235984023371003	0.875	142.0	971.0	2025.0	73.94366197183099	36.66323377960865	0.4795061728395062
ENSG00000004866	49	2093	16	45.05494505494506	0.5457125850269912	0.875	40.0	319.0	1731.0	62.5	39.18495297805642	0.18428653957250143
ENSG00000004897	42	5830	19	36.80960548885077	0.4960297210470598	0.4375	123.0	3232.0	2472.0	69.10569105691057	33.29207920792079	1.307443365695793
ENSG00000004939	6	4954	20	56.176826806620916	0.6823084489645341	0.9375	150.0	2068.0	2733.0	64.0	51.25725338491296	0.7566776436150751
ENSG00000004948	6	3572	14	41.265397536394175	0.6033157630893845	0.4375	277.0	1870.0	1422.0	62.454873646209386	33.475935828877006	1.3150492264416316
ENSG00000004961	15	2312	7	42.21453287197232	0.5800686143943455	0.9375	229.0	1276.0	804.0	65.06550218340611	34.79623824451411	1.5870646766169154
ENSG00000004975	42	2989	15	60.321177651388425	0.6690139902300691	1.0	255.0	523.0	2208.0	73.72549019607844	50.47801147227533	0.2368659420289855
ENSG00000005001	12	1383	6	63.77440347071583	0.7025136873915377	0.9375	66.0	363.0	951.0	72.72727272727273	59.50413223140496	0.38170347003154576
ENSG00000005007	26	5321	24	60.36459312159369	0.6933378983010212	0.6875	251.0	1713.0	3354.0	77.29083665338645	57.501459427904265	0.5107334525939177
ENSG00000005020	21	3839	13	37.77025266996613	0.5227946491764321	0.5	161.0	2598.0	1077.0	66.45962732919256	34.91147036181678	2.4122562674094707
ENSG00000005022	17	1307	4	47.819433817903594	0.6113075553809231	0.5	72.0	338.0	894.0	68.05555555555556	31.65680473372781	0.378076062639821
ENSG00000005059	12	2230	8	39.91031390134529	0.5319837596526265	0.5	92.0	1127.0	1008.0	77.17391304347827	32.3868677905945	1.1180555555555556
ENSG00000005073	3	2669	2	53.765455226676664	0.6273232745695169	0.6875	88.0	1639.0	939.0	53.40909090909091	49.35936546674802	1.7454739084132056
ENSG00000005075	11	937	4	55.49626467449307	0.6585451638344149	0.625	62.0	521.0	351.0	74.19354838709677	55.85412667946257	1.4843304843304843
ENSG00000005100	6	5535	12	48.70822041553749	0.6249597183696556	0.5	123.0	3288.0	2121.0	74.79674796747967	43.64355231143552	1.5502121640735502
ENSG00000005102	6	2674	3	52.617801047120416	0.6949704775867985	0.375	388.0	1521.0	762.0	44.329896907216494	49.96712689020381	1.9960629921259843
ENSG00000005108	7	10655	28	42.48709526044111	0.5996757273243265	0.8125	252.0	5429.0	4971.0	61.111111111111114	33.44999079020077	1.092134379400523
ENSG00000005156	36	8382	20	47.602004294917684	0.6362428148827431	0.0625	115.0	5237.0	3027.0	63.47826086956522	44.64388008401757	1.7300958044268253
ENSG00000005175	19	4339	17	35.46900207421065	0.49765203617801285	0.375	85.0	2256.0	1995.0	70.58823529411765	32.358156028368796	1.130827067669173
ENSG00000005187	63	2533	14	39.16304776944335	0.5434971483873375	0.125	163.0	609.0	1758.0	43.558282208588956	26.436781609195403	0.3464163822525597
ENSG00000005189	38	2691	20	47.56596060943887	0.54265688975737	0.875	181.0	185.0	2322.0	63.53591160220995	42.16216216216216	0.07967269595176572
ENSG00000005194	45	2021	9	49.430974764967836	0.6102676391692101	0.6875	99.0	983.0	936.0	57.57575757575758	47.20244150559512	1.0502136752136753
ENSG00000005206	45	3691	15	64.42698455703062	0.6880802203270014	0.75	26.0	1886.0	1776.0	76.92307692307693	63.99787910922588	1.061936936936937
ENSG00000005238	31	2998	9	57.77184789859907	0.6270888290310177	0.1875	277.0	1104.0	1614.0	63.537906137184116	49.81884057971014	0.6840148698884758
ENSG00000005243	39	914	9	55.798687089715536	0.6382566065447919	0.4375	20.0	261.0	630.0	75.0	55.172413793103445	0.4142857142857143
ENSG00000005249	26	3689	11	39.95662781241529	0.5671773330782746	0.4375	203.0	2229.0	1254.0	84.72906403940887	30.865859129654556	1.777511961722488
ENSG00000005302	54	2286	13	44.26946631671041	0.5713822811766496	0.125	27.0	693.0	1563.0	66.66666666666666	38.81673881673882	0.44337811900191937
ENSG00000005339	21	10790	31	55.81093605189991	0.6422732518800299	0.6875	797.0	2664.0	7326.0	82.1831869510665	44.969969969969966	0.36363636363636365
ENSG00000005379	14	7698	32	62.22395427383736	0.6688302442062773	0.9375	875.0	1249.0	5571.0	61.71428571428571	56.44515612489992	0.22419673308203195
ENSG00000005381	7	3216	12	58.51990049751243	0.6960171644707266	0.75	177.0	801.0	2235.0	57.6271186440678	49.313358302122346	0.35838926174496644
ENSG00000005421	18	2393	9	41.1199331383201	0.5274004462007634	0.9375	57.0	1268.0	1065.0	63.1578947368421	39.03785488958991	1.1906103286384977
ENSG00000005436	32	4367	17	37.9207694069155	0.49486545349269706	0.9375	60.0	1961.0	2343.0	73.33333333333333	33.14635390107088	0.8369611609048229
ENSG00000005448	52	1147	10	57.97733217088056	0.6180633493906756	0.4375	88.0	54.0	1002.0	64.77272727272727	51.85185185185185	0.05389221556886228
ENSG00000005469	20	3205	18	40.37441497659906	0.4942689750224768	0.75	216.0	1150.0	1836.0	57.407407407407405	36.26086956521739	0.6263616557734205
ENSG00000005471	43	4293	28	44.42115071045888	0.5546401136554954	0.625	53.0	400.0	3837.0	73.58490566037736	33.0	0.10424811050299713
ENSG00000005483	34	7782	27	41.942945258288354	0.5183811587939485	0.5625	519.0	1686.0	5574.0	57.996146435452786	31.672597864768683	0.302475780409042
ENSG00000005486	23	1721	4	60.60429982568274	0.6977662422013085	0.9375	49.0	577.0	1092.0	81.63265306122449	55.80589254766031	0.5283882783882784
ENSG00000005513	7	3087	3	64.0427599611273	0.6915905699453099	0.125	153.0	1593.0	1338.0	86.9281045751634	54.927809165097294	1.1905829596412556
ENSG00000005700	39	6040	29	37.25165562913907	0.5004442562645528	0.375	540.0	1438.0	4059.0	41.2962962962963	29.972183588317108	0.35427445183542744
ENSG00000005801	51	3187	6	41.48101663005962	0.5792039017730407	0.5	106.0	1191.0	1887.0	65.09433962264151	38.87489504617968	0.6311605723370429
ENSG00000005810	37	15077	83	44.23957020627446	0.5189548987509989	0.4375	319.0	721.0	14034.0	73.98119122257053	33.980582524271846	0.05137523158044748
ENSG00000005812	20	3506	5	38.02053622361666	0.501721993026808	0.4375	334.0	1885.0	1284.0	72.75449101796407	29.336870026525197	1.4680685358255452
ENSG00000005844	27	5129	31	55.254435562487814	0.6693869575955284	0.5	96.0	1520.0	3510.0	60.416666666666664	54.671052631578945	0.43304843304843305
ENSG00000005882	39	3364	11	59.66111771700356	0.7130485969834836	0.6875	85.0	2055.0	1221.0	77.64705882352942	59.854014598540154	1.683046683046683
ENSG00000005884	20	4889	26	60.891797913683774	0.6866427798874823	0.9375	330.0	1403.0	3153.0	73.03030303030303	59.65787598004276	0.4449730415477323
ENSG00000005889	45	7612	10	38.899106673673145	0.5510975891402342	1.0	315.0	4879.0	2415.0	54.285714285714285	35.41709366673499	2.020289855072464
ENSG00000005893	34	6535	9	35.975516449885234	0.5371816667569663	0.875	127.0	5175.0	1230.0	64.56692913385827	33.68115942028985	4.2073170731707314
ENSG00000005961	14	3479	30	60.79333141707387	0.6646031596383823	0.625	23.0	183.0	3270.0	52.17391304347826	57.377049180327866	0.05596330275229358
ENSG00000005981	9	3784	5	41.27906976744186	0.5992494153993265	0.75	29.0	2474.0	1278.0	51.724137931034484	37.10590137429264	1.9358372456964006
ENSG00000006007	16	2907	6	46.88682490540076	0.5723414170925267	0.5	134.0	1777.0	993.0	73.13432835820896	43.781654473832305	1.7895266868076536
ENSG00000006015	34	767	5	68.0573663624511	0.6456699575062864	0.5625	4.0	157.0	603.0	50.0	65.60509554140127	0.2603648424543947
ENSG00000006016	17	1741	9	66.97300402067778	0.6730507763491179	0.3125	143.0	329.0	1266.0	86.7132867132867	59.87841945288754	0.2598736176935229
ENSG00000006025	19	3664	23	61.02620087336245	0.6976835247539331	0.5	216.0	919.0	2526.0	65.74074074074075	61.37105549510338	0.36381631037212986
ENSG00000006042	35	4218	8	48.74348032242769	0.632301967395614	0.875	215.0	3322.0	678.0	66.04651162790698	46.23720650210716	4.899705014749262
ENSG00000006047	10	1654	9	63.72430471584038	0.595564973717646	0.4375	139.0	420.0	1092.0	81.29496402877699	49.28571428571429	0.38461538461538464
ENSG00000006059	2	1303	7	60.47582501918649	0.7723364089985586	0.6875	61.0	27.0	1212.0	55.73770491803278	55.55555555555556	0.022277227722772276
ENSG00000006062	16	4442	16	59.387663214768125	0.6793865751100633	0.75	81.0	1517.0	2841.0	67.90123456790124	58.602504943968356	0.5339669130587821
ENSG00000006071	103	4921	39	57.772810404389354	0.6971577195913927	0.625	69.0	106.0	4743.0	84.05797101449275	45.28301886792453	0.022348724436010964
ENSG00000006116	5	1917	4	52.321335419926974	0.6237929430933137	0.5	420.0	549.0	945.0	58.333333333333336	48.26958105646631	0.580952380952381
ENSG00000006118	18	3498	11	67.20983419096626	0.6753716301771219	0.5	174.0	252.0	3069.0	78.16091954022988	59.92063492063492	0.08211143695014662
ENSG00000006125	43	5700	22	46.614035087719294	0.5648630327444863	0.625	130.0	2714.0	2853.0	61.53846153846154	46.16801768607222	0.9512793550648441
ENSG00000006128	9	1061	7	39.30254476908577	0.5735908519316478	0.5	119.0	552.0	387.0	66.38655462184873	29.528985507246375	1.426356589147287
ENSG00000006194	30	3282	6	55.27117611212675	0.6328389806002648	0.8125	328.0	902.0	2049.0	70.42682926829268	49.11308203991131	0.44021473889702295
ENSG00000006210	5	3285	3	59.87823439878235	0.6665289084002612	0.9375	79.0	2012.0	1191.0	72.15189873417721	57.20675944333996	1.6893366918555834
ENSG00000006282	88	2634	17	61.35155656795747	0.6727806524805973	0.6875	35.0	190.0	2406.0	82.85714285714286	60.0	0.07896924355777224
ENSG00000006283	34	8602	38	61.04394326900721	0.6957668178705166	0.75	745.0	723.0	7131.0	76.91275167785236	41.90871369294606	0.10138830458561211
ENSG00000006327	12	977	4	62.64073694984646	0.6498841221714162	0.8125	30.0	557.0	387.0	73.33333333333333	57.809694793536806	1.4392764857881137
ENSG00000006377	3	2300	3	49.826086956521735	0.6221610910605336	0.0	425.0	993.0	879.0	50.35294117647059	40.080563947633436	1.129692832764505
ENSG00000006432	9	11511	12	52.52367300842672	0.6426059463596634	0.5625	342.0	7854.0	3312.0	78.0701754385965	48.38298955946015	2.371376811594203
ENSG00000006451	26	2787	5	40.97595981341945	0.567674310682712	0.6875	291.0	1875.0	618.0	67.69759450171821	36.480000000000004	3.033980582524272
ENSG00000006453	21	3645	14	51.65980795610425	0.5920147340874816	0.6875	238.0	1871.0	1533.0	76.05042016806722	50.66809192944949	1.2204827136333987
ENSG00000006459	9	9220	20	38.297180043383946	0.5399197910635418	0.6875	46.0	6348.0	2823.0	54.347826086956516	35.53875236294896	2.248671625929862
ENSG00000006468	30	6459	14	37.111007895959126	0.5993162459957905	0.8125	388.0	4637.0	1431.0	45.876288659793815	32.82294587017468	3.2403913347309574
ENSG00000006530	49	3628	16	42.723263506063944	0.5659656757232475	0.5	39.0	2320.0	1266.0	58.97435897435898	39.48275862068966	1.8325434439178514
ENSG00000006534	26	2811	10	60.690145855567415	0.7441380195493691	0.625	67.0	1337.0	1404.0	65.67164179104478	56.61929693343306	0.9522792022792023
ENSG00000006555	10	3401	7	61.12907968244634	0.6945189055520772	0.8125	160.0	1531.0	1707.0	74.375	52.51469627694318	0.8968951376684241
ENSG00000006576	41	4837	19	37.295844531734545	0.4888316598178015	0.375	234.0	2347.0	2253.0	67.09401709401709	31.65743502343417	1.041722148246782
ENSG00000006606	3	475	3	51.78947368421053	0.6058653493720348	0.5625	35.0	155.0	282.0	54.285714285714285	53.5483870967742	0.549645390070922
ENSG00000006607	52	4009	27	55.02619107009229	0.630324469948726	0.75	128.0	716.0	3162.0	68.75	58.10055865921788	0.22643896268184693
ENSG00000006611	28	3241	27	55.97037951249614	0.6465685529035092	0.9375	109.0	432.0	2697.0	73.39449541284404	52.083333333333336	0.16017797552836485
ENSG00000006625	16	1158	4	42.832469775474955	0.5382131616195867	0.75	120.0	471.0	564.0	67.5	35.24416135881104	0.8351063829787234
ENSG00000006634	56	3655	12	37.67441860465116	0.5027666812007907	0.625	240.0	1390.0	2022.0	66.66666666666666	34.82014388489208	0.6874381800197824
ENSG00000006638	9	2642	3	63.47464042392127	0.7092325060312281	0.75	429.0	1181.0	1029.0	72.26107226107226	54.95342929720576	1.1477162293488825
ENSG00000006652	39	3269	12	40.99112878556133	0.5170015383215913	0.5	229.0	1684.0	1353.0	61.572052401746724	35.926365795724465	1.2446415373244641
ENSG00000006659	10	599	4	46.57762938230384	0.588381738382332	0.625	48.0	131.0	417.0	50.0	47.32824427480916	0.31414868105515587
ENSG00000006695	20	2898	7	51.24223602484472	0.5885856969025745	0.75	102.0	1464.0	1329.0	66.66666666666666	47.6775956284153	1.1015801354401806
ENSG00000006704	49	3284	27	59.622411693057245	0.6911215131651044	0.9375	277.0	172.0	2832.0	79.78339350180505	29.651162790697676	0.06073446327683616
ENSG00000006712	20	2200	14	54.86363636363636	0.6680919512850031	0.75	242.0	362.0	1593.0	69.42148760330579	45.85635359116022	0.22724419334588827
ENSG00000006715	36	5854	29	40.82678510420226	0.5446218604641224	0.9375	17.0	3272.0	2562.0	76.47058823529412	39.82273838630807	1.2771272443403592
ENSG00000006740	24	4270	21	55.292740046838404	0.615190248045979	0.5	341.0	1472.0	2454.0	79.76539589442815	47.622282608695656	0.5998370008149959
ENSG00000006744	61	3767	24	54.12795327847093	0.6253259744087136	0.25	80.0	1206.0	2478.0	66.25	48.8391376451078	0.48668280871670705
ENSG00000006747	17	9682	16	39.59925635199339	0.5725536398243521	1.0	67.0	7467.0	2145.0	61.19402985074627	37.25726530065622	3.481118881118881
ENSG00000006756	24	5145	10	51.87560738581146	0.6163636025345368	0.6875	64.0	3299.0	1779.0	78.125	48.01454986359503	1.8544125913434513
ENSG00000006757	26	3342	7	42.190305206463194	0.5703087332993482	0.375	141.0	2439.0	759.0	63.829787234042556	38.78638786387864	3.2134387351778657
ENSG00000006788	4	5994	41	52.46913580246913	0.6866665734268801	0.5625	91.0	86.0	5814.0	50.54945054945055	48.837209302325576	0.01479188166494668
ENSG00000006831	58	3971	8	46.99068244774616	0.5693781529593295	0.3125	208.0	2602.0	1158.0	62.5	45.42659492697925	2.2469775474956823
ENSG00000006837	11	2222	13	39.10891089108911	0.5052871717503081	0.6875	216.0	227.0	1776.0	59.72222222222222	33.03964757709251	0.12781531531531531
ENSG00000007001	9	2406	7	39.775561097256855	0.5476021907948246	0.75	188.0	1264.0	951.0	29.78723404255319	37.42088607594937	1.3291272344900105
ENSG00000007038	19	1091	6	59.02841429880843	0.622918554927406	1.0	32.0	114.0	942.0	78.125	51.75438596491229	0.12101910828025478
ENSG00000007047	13	5151	17	59.25063094544749	0.6686339326711258	0.5	318.0	2574.0	2256.0	82.38993710691824	53.3022533022533	1.1409574468085106
ENSG00000007062	52	4021	28	42.47699577219597	0.5326839153409828	0.8125	258.0	1165.0	2595.0	57.36434108527132	38.197424892703864	0.4489402697495183
ENSG00000007080	27	987	5	66.05876393110435	0.6898526067902936	0.5	45.0	270.0	669.0	75.55555555555556	68.51851851851852	0.40358744394618834
ENSG00000007129	16	1372	7	55.10204081632652	0.6329159482212965	1.0	109.0	381.0	879.0	55.96330275229357	57.48031496062992	0.4334470989761092
ENSG00000007168	64	5589	11	42.04687779567007	0.5222094607707415	0.625	543.0	3813.0	1230.0	61.51012891344383	38.63099921321794	3.1
ENSG00000007171	9	4206	27	56.086543033761295	0.6891712519556626	0.6875	264.0	480.0	3459.0	51.515151515151516	48.75	0.13876843018213356
ENSG00000007174	16	13711	69	51.89993435927358	0.6376536706138035	0.5625	29.0	221.0	13458.0	72.41379310344827	47.963800904977376	0.016421459355030466
ENSG00000007202	33	7428	39	51.84437264404954	0.5947684120866189	0.0	102.0	618.0	6705.0	82.35294117647058	49.51456310679612	0.09217002237136465
ENSG00000007216	15	2360	12	58.55932203389831	0.7222562616568233	0.9375	69.0	512.0	1776.0	59.42028985507246	53.7109375	0.2882882882882883
ENSG00000007237	23	8269	14	52.352158664892976	0.6746116835643264	0.75	216.0	6622.0	1428.0	78.70370370370371	50.25672002416188	4.637254901960785
ENSG00000007255	20	758	6	62.796833773087066	0.6933232416520765	0.875	19.0	259.0	477.0	78.94736842105263	62.93436293436293	0.5429769392033543
ENSG00000007264	33	2098	14	65.7769304099142	0.7064189401486987	0.875	364.0	210.0	1521.0	70.87912087912088	68.57142857142857	0.13806706114398423
ENSG00000007306	21	2376	5	43.897306397306394	0.5869130719440318	1.0	105.0	1473.0	795.0	57.14285714285714	39.98642226748133	1.8528301886792453
ENSG00000007312	10	1246	6	59.79133226324238	0.6962218161553274	0.9375	70.0	486.0	687.0	60.0	63.78600823045267	0.7074235807860262
ENSG00000007314	3	7805	24	57.48878923766816	0.7482285712634115	0.6875	77.0	2217.0	5508.0	71.42857142857143	56.878664862426696	0.4025054466230937
ENSG00000007341	82	4255	15	44.18331374853114	0.5123308123025767	0.6875	28.0	2499.0	1725.0	67.85714285714286	44.13765506202481	1.448695652173913
ENSG00000007350	9	2518	13	49.72200158856236	0.6245266202445646	0.375	65.0	662.0	1788.0	56.92307692307692	40.483383685800604	0.37024608501118567
ENSG00000007372	82	2743	14	45.16952242070725	0.5964544073040005	0.5	524.0	908.0	1308.0	52.862595419847324	31.167400881057265	0.6941896024464832
ENSG00000007376	28	2048	6	66.9921875	0.7201487531446439	0.9375	133.0	976.0	936.0	80.45112781954887	65.98360655737704	1.0427350427350428
ENSG00000007384	61	2992	18	62.86764705882353	0.6857358144214536	0.75	143.0	281.0	2565.0	82.51748251748252	53.380782918149464	0.10955165692007797
ENSG00000007392	64	1434	10	53.55648535564853	0.5666717405153556	0.625	110.0	208.0	1113.0	70.9090909090909	39.42307692307692	0.18688230008984727
