uniprot	af_plddt_mean	af_frac_lt50	af_frac_lt70	af_frac_gt90	af_longest_lt50_run	af_coverage
P04114	74.77341576908542	0.06746031746031746	0.34149029982363316	0.1693121693121693	26	1.0
Q8TDW7	78.70346841883715	0.09878453038674033	0.16530386740331493	0.14541436464088398	378	1.0
Q07954	78.23824731912654	0.04486187845303868	0.20994475138121546	0.20751381215469614	101	1.0
Q96DT5	84.31369789425956	0.017936226749335694	0.07395925597874226	0.31731620903454383	40	1.0
Q685J3	52.19046104574327	0.4115935541629364	0.9263652641002685	0.020590868397493287	529	1.0
Q96JB1	85.26739829780466	0.022048997772828507	0.07193763919821826	0.38351893095768375	42	1.0
Q9NYC9	85.33294246650955	0.011368702630405706	0.06999554168524298	0.3604547481052162	20	1.0
Q8IVF4	84.07841081679821	0.029970923730709014	0.08051889957503915	0.34533661373294566	71	1.0
Q9UFH2	85.89764846534759	0.006051098162259076	0.05154639175257732	0.3787539220080681	12	1.0
Q9P225	85.01306548022416	0.020555681048113845	0.06821775468714705	0.3528348768918003	73	1.0
P98160	78.42536356652501	0.07185354691075514	0.18443935926773455	0.1643020594965675	58	1.0
Q5THJ4	71.39951703780874	0.2228805834092981	0.363947128532361	0.2365542388331814	85	1.0
Q12955	56.262464489702666	0.6086360520904729	0.6778615490061686	0.22344071281699796	427	1.0
Q7Z6Z7	68.59369809153657	0.3342478280749886	0.4012345679012346	0.2809785093735711	244	1.0
Q9NYQ8	78.42022879902366	0.08450704225352113	0.17732625259755253	0.1293003925190487	280	1.0
Q8NCM8	84.86436646876071	0.015091711167866265	0.07244021360575807	0.3473415370327374	18	1.0
P98161	75.65095332665777	0.1133177570093458	0.2252336448598131	0.1175233644859813	195	1.0
Q9P2D7	84.00352420030146	0.042672919109026965	0.09026963657678781	0.3685814771395076	136	1.0
Q86WI1	88.36493585016294	0.01965427421264504	0.059436419606914516	0.5770779067013971	24	1.0
Q8TCU4	39.581680096654786	0.8982725527831094	0.9316218809980806	0.015355086372360844	2105	1.0
Q9C0G6	83.34118660528183	0.0545935545935546	0.09114959114959115	0.3407888407888408	63	1.0
P78527	79.36577369993539	0.09302325581395349	0.17054263565891473	0.21099806201550386	73	1.0
P08F94	79.3664684028635	0.10565292520365342	0.1979758084423599	0.2957294495186374	222	1.0
Q8N3K9	44.07928308113612	0.8198574588350946	0.8712214303268616	0.05259277463750307	1057	1.0
P20930	38.21271812596006	0.962078305836001	0.979807929081507	0.007879832553558237	3718	1.0
Q8WXX0	84.95776493420429	0.040506958250497015	0.08449304174950298	0.42296222664015903	120	1.0
Q86XX4	77.77854761306833	0.06278252134605726	0.18407835258663988	0.11300853842290307	91	1.0
Q9Y4D8	72.02661002073502	0.20445445445445445	0.3238238238238238	0.18943943943943944	144	1.0
Q03164	50.17916729054937	0.690854119425548	0.7702191987906274	0.10481229528848576	758	1.0
Q01484	58.11806966557156	0.558756633813495	0.6368460955269143	0.21784179934293657	281	1.0
Q9UPA5	44.45430522292993	0.84	0.8975796178343949	0.05019108280254777	359	1.0
Q99996	68.85745273440831	0.2771947786025083	0.38622984386997694	0.18018940363450217	126	1.0
A0A087WUL8	37.1928314127108	0.9575852198803019	0.9672131147540983	0.017434296122820714	3586	1.0
Q6P3W6	38.783417322291236	0.9188405797101449	0.9451910408432147	0.02476943346508564	3164	1.0
Q709C8	75.36083831347621	0.1364241939781508	0.29096722621902477	0.251265654143352	67	1.0
Q7Z407	76.61377934923631	0.08173725384407877	0.18235770164553547	0.09954140814674939	137	1.0
Q15911	52.74030457929864	0.6122063192006482	0.6918714555765595	0.057520928976505535	299	1.0
O15230	80.72399620088473	0.03907103825136612	0.16229508196721312	0.2680327868852459	32	1.0
P11532	78.97692185824125	0.11099050203527816	0.18507462686567164	0.27489823609226594	84	1.0
Q9NRC6	79.56935219172045	0.05117038649972782	0.14262384322264562	0.08982035928143713	47	1.0
Q96T58	49.01135885839052	0.7513646288209607	0.818504366812227	0.11244541484716157	305	1.0
Q96Q15	80.56959843134196	0.11363015569516526	0.1761813712100519	0.41245561322043156	143	1.0
O60494	81.06953027286724	0.005016722408026756	0.12848383500557414	0.14130434782608695	6	1.0
Q4LDE5	75.05305528981431	0.05430500844119302	0.19302194710185705	0.03742262239729882	53	1.0
Q86UP3	52.48819509525144	0.6136809643958508	0.7045135968601065	0.06672273619287918	275	1.0
Q70CQ2	74.54860545752425	0.21799210377890582	0.2865200225606317	0.37196841511562323	362	1.0
Q9UKN7	61.030576284904896	0.46487252124645895	0.5192634560906516	0.19320113314447593	641	1.0
Q8IZQ1	77.48544077330308	0.1744186046511628	0.24475326148610324	0.39931934203062963	121	1.0
Q0VDD8	66.38774828574145	0.25748502994011974	0.4274308525805532	0.06871970345024238	220	1.0
P46939	78.53248047660661	0.12001165161666182	0.19953393533352753	0.26594815030585495	79	1.0
Q5T011	68.76801134976135	0.28496503496503495	0.38315850815850816	0.21037296037296038	126	1.0
P51587	48.80749252556493	0.6966062024575775	0.7530719719133997	0.10386190754827385	814	1.0
P13611	43.217707804389526	0.8166469194312796	0.8329383886255924	0.09360189573459715	1167	1.0
A4UGR9	46.84671885849776	0.6561944279786603	0.8651452282157677	0.013633669235328987	375	1.0
Q6V1P9	73.73368076450397	0.16167309403737765	0.25066745772767723	0.06348264609908039	292	1.0
Q9H251	79.26378925962459	0.07445211648153707	0.12638847193035124	0.07175022515761033	124	1.0
O95613	67.19061467254768	0.32943645083932854	0.43435251798561153	0.27278177458033576	303	1.0
Q16787	80.05515235063098	0.0545785324439054	0.1791995148574894	0.26318981200727715	55	1.0
Q02505	42.68346573962112	0.7590689238210399	0.901148730350665	0.045949214026602174	1744	1.0
Q9NYQ7	70.44634977497097	0.2625	0.3375	0.17804878048780487	525	1.0
Q96JQ0	77.38736949368199	0.12684275184275184	0.19563882063882063	0.14004914004914004	171	1.0
Q15772	59.163612962234176	0.47842056932966026	0.5301499846954393	0.15059687786960516	505	1.0
Q14789	74.12406295387134	0.18287818349186868	0.27032832157103404	0.1574102485424977	96	1.0
Q8N2C7	62.8031387719606	0.429097605893186	0.48649478207489255	0.23357888275015345	346	1.0
P46013	41.64489304726805	0.9269041769041769	0.9597665847665847	0.026412776412776413	1080	1.0
Q6ZRS2	48.43283520566121	0.6696594427244582	0.7510835913312693	0.09195046439628483	884	1.0
P49792	64.33542194700462	0.4174937965260546	0.4857320099255583	0.26271712158808935	334	1.0
Q9H799	57.56922156188093	0.4726305911792305	0.6046293400062559	0.051610885204879574	345	1.0
Q6ZTR5	76.47189688018288	0.12645120803263257	0.23721368057734546	0.16379039849388138	55	1.0
Q6ZS81	78.69018345447476	0.1347361809045226	0.21231155778894473	0.3640075376884422	62	1.0
P12111	76.45431234137055	0.20463197969543148	0.253489847715736	0.3686548223350254	201	1.0
Q96RL7	75.6881420994989	0.14335223692501575	0.2772526780088217	0.2479521109010712	76	1.0
Q5SZK8	79.40585404754282	0.07556836375280179	0.1456932436759526	0.14985590778097982	146	1.0
Q96L91	50.81502947738132	0.5862614751503641	0.7334599556821779	0.04400126622348845	378	1.0
P42858	78.46208856960989	0.1884150222788033	0.23711012094207512	0.4958625079567155	255	1.0
O60673	58.46705898372128	0.5233226837060703	0.6236421725239617	0.23482428115015974	379	1.0
P24043	81.23248742703534	0.03483870967741935	0.15774193548387097	0.2632258064516129	37	1.0
Q5VT06	53.91353988114334	0.6159769008662175	0.7119024703240295	0.13634905357715751	374	1.0
P49454	71.10087577107345	0.2420443587270974	0.3156541305046609	0.08807457409193185	116	1.0
O75962	74.41416489844241	0.2247336131740394	0.28446884081369067	0.32515337423312884	263	1.0
Q96N23	73.5472959271564	0.1744186046511628	0.30458656330749356	0.21124031007751937	54	1.0
Q6ZR08	84.14203254173597	0.031047865459249677	0.09023285899094437	0.3292367399741268	21	1.0
Q8WUY3	44.87588664261042	0.7908031088082902	0.8341968911917098	0.07124352331606218	861	1.0
Q8IZF6	47.659238797123834	0.68948575171962	0.7487716999672454	0.09957418932197838	2007	1.0
P25391	80.88939996574169	0.03172007848266841	0.2011118378024853	0.2606278613472858	21	1.0
Q8IWI9	48.64218621145032	0.7132137030995106	0.8254486133768353	0.09070146818923328	389	1.0
Q99715	79.61088236998748	0.11315789473684211	0.17401315789473684	0.2848684210526316	87	1.0
Q13315	79.11304060478528	0.0739770867430442	0.17708674304418986	0.15057283142389524	54	1.0
Q8NFC6	43.15757076524481	0.8767617174696821	0.9311701081612586	0.043264503441494594	521	1.0
Q12830	55.207905215270614	0.5551543007222587	0.6503611293499671	0.13887065003282995	497	1.0
Q8TDJ6	67.6760523558567	0.29446640316205536	0.41436100131752307	0.1590909090909091	70	1.0
Q9Y485	68.60202484779839	0.29699372315824246	0.39742319127849357	0.21407333994053518	125	1.0
O94915	70.9642431859862	0.25763612217795484	0.350597609561753	0.2586321381142098	294	1.0
Q5TBA9	70.95735023627772	0.256554928642549	0.3388649186856953	0.25987387985396615	255	1.0
Q5TI25	39.40532488684899	0.8982597054886211	0.9310575635876841	0.03279785809906292	2545	1.0
O60229	75.65110783657066	0.17314132618888145	0.2565304755525787	0.3101138647019424	165	1.0
Q9NR48	50.178128558597564	0.6881104749073762	0.7773661165375547	0.09397103401818795	383	1.0
O15417	48.03902940091131	0.7503369272237197	0.8527628032345014	0.0646900269541779	248	1.0
O43149	73.0082872506435	0.1570945945945946	0.31013513513513513	0.1347972972972973	121	1.0
O95359	44.31238084738645	0.8616010854816825	0.9090909090909091	0.07360922659430122	1131	1.0
Q8NFP9	73.01549005107813	0.2803801765105227	0.3214528173794976	0.42464358452138495	352	1.0
Q02388	60.88372883326828	0.5030737704918032	0.6007513661202186	0.11953551912568305	87	1.0
O15050	75.93869236467236	0.1535042735042735	0.24854700854700854	0.22632478632478634	73	1.0
Q9HCU4	75.41383020483435	0.16701244813278007	0.2479253112033195	0.20885200553250347	298	1.0
P35556	73.0511868192873	0.050333086602516654	0.23908216136195412	0.0	76	1.0
Q3L8U1	56.16793586140014	0.5381429064549534	0.6075250258888505	0.11632723507076285	516	1.0
Q9BYK8	80.81584613424099	0.08632596685082873	0.17403314917127072	0.3494475138121547	108	1.0
Q9Y520	43.270822291831095	0.8411602209944752	0.919889502762431	0.009323204419889503	404	1.0
P15924	78.55175080857839	0.0961337513061651	0.19679554162312782	0.3207941483803553	64	1.0
P35555	74.26853011856025	0.04242649795310755	0.21324897655377745	0.00148864905098623	49	1.0
P50851	73.65534465575189	0.2634521313766597	0.3025856044723969	0.4175401816911251	360	1.0
Q86YZ3	34.33068151211362	0.9575438596491228	0.9617543859649123	0.01929824561403509	2728	1.0
Q8TDX9	63.417391983820565	0.34187434187434185	0.47385047385047385	0.08950508950508951	388	1.0
Q7Z7M0	77.71120619993917	0.0887154009936125	0.22036905606813342	0.18630234208658622	58	1.0
P25054	51.90459135082604	0.7012667135819846	0.7762139338494018	0.14391273750879663	241	1.0
P21359	77.30535405550523	0.16666666666666666	0.23009161381254403	0.37315010570824525	143	1.0
O15018	48.30126244989013	0.7375836562169779	0.7756252201479394	0.1039098274040155	614	1.0
Q9NR99	61.71463210801809	0.42505353319057815	0.48358315488936476	0.16952177016416844	1054	1.0
P04275	82.88690170940171	0.043184885290148446	0.13090418353576247	0.33063427800269907	24	1.0
Q12802	53.480359512806196	0.6455741201564167	0.6885886953430501	0.18378954852470672	953	1.0
Q75N90	72.86922511314258	0.03975766755017039	0.2699734948882999	0.0003786444528587656	61	1.0
Q6KC79	64.48761990523741	0.40014265335235377	0.4971469329529244	0.25178316690442226	507	1.0
P78559	49.746898807400235	0.703888690688548	0.803068141277203	0.07063860149839457	387	1.0
Q9BXT5	45.03571760658368	0.7429186088203658	0.7837934743635712	0.07565435640014342	649	1.0
Q9NT68	82.11946793353246	0.16186012977649603	0.18925739005046863	0.6243691420331651	371	1.0
Q6N022	78.64395950059331	0.16756951968219574	0.215962441314554	0.4564824846514987	337	1.0
P01266	74.27946978121913	0.09457984721716987	0.299381593306657	0.09639869043288468	39	1.0
Q14643	76.12824120308022	0.14757070340826686	0.23060188542422044	0.18310369833212473	73	1.0
Q6ZNJ1	78.04203409758965	0.1299927378358751	0.21423384168482207	0.29121278140885987	140	1.0
O43451	93.32531030218117	0.022520886305848167	0.02651652742462768	0.8721394841990556	54	1.0
Q9UQ35	40.3884259672619	0.9262354651162791	0.9618459302325582	0.014171511627906976	1169	1.0
Q9H5I5	74.59523811254152	0.20748546511627908	0.2910610465116279	0.33502906976744184	155	1.0
Q9UKZ4	79.08012089995631	0.15412844036697249	0.21174311926605505	0.4502752293577982	314	1.0
Q14315	80.21671238968982	0.07559633027522936	0.15743119266055045	0.2561467889908257	76	1.0
O60281	55.613111090708784	0.5405802423797282	0.6356959236136615	0.0672052882849798	261	1.0
P15822	41.38472568239953	0.8635025754231053	0.9308314937454011	0.03127299484915379	460	1.0
Q8IYW2	73.77780541085679	0.19705340699815838	0.2732965009208103	0.2456721915285451	191	1.0
Q02224	71.82902485085954	0.1597479614529281	0.2935507783543366	0.06597479614529281	100	1.0
Q14571	77.62367128576717	0.13624583487597186	0.20325805257312107	0.22028878193261756	64	1.0
Q9P273	77.3720711374583	0.15672471285661357	0.21711745090774362	0.3623564283067803	230	1.0
Q96L73	44.67696958456973	0.7240356083086054	0.7440652818991098	0.12462908011869436	490	1.0
Q6ZS30	74.83027839643653	0.13066072754268745	0.2323682256867112	0.13066072754268745	156	1.0
Q7Z333	52.26735524841241	0.539409787075084	0.6167351512887561	0.10683601045946955	821	1.0
Q92616	82.3013445692884	0.019101123595505618	0.07827715355805244	0.1441947565543071	25	1.0
Q14573	73.40836390864845	0.1299138899288656	0.26095095469861473	0.02545862972669412	64	1.0
Q6UB99	39.20781449493053	0.838152459631994	0.8772061584678934	0.05820503191888847	992	1.0
P21333	76.55740362811792	0.05291005291005291	0.2309145880574452	0.09750566893424037	27	1.0
Q9P281	39.931458885941645	0.8556271314892004	0.8889730958696476	0.07123910572186434	536	1.0
Q6WRI0	58.68908670520231	0.3926782273603083	0.5136801541425818	0.025433526011560695	764	1.0
O15021	42.53426229508197	0.776591688905833	0.8025162028211971	0.11513534121235226	1384	1.0
Q9UPU5	75.14932061068703	0.1683206106870229	0.23053435114503817	0.17099236641221374	78	1.0
A8TX70	70.40002695417789	0.22834039276087795	0.32999614940315747	0.17019638043896804	336	1.0
Q9ULT8	68.08795019157088	0.2662835249042146	0.357088122605364	0.1471264367816092	421	1.0
O75179	53.36866308106032	0.5824049174029965	0.6227429888590088	0.20745293891663466	458	1.0
O75369	76.25759415833974	0.039584934665641815	0.24212144504227517	0.05764796310530361	37	1.0
Q9C0D2	43.881184159938485	0.7254901960784313	0.7712418300653595	0.08381391772395233	337	1.0
Q9HCE0	73.47307095773556	0.16130283055447847	0.244280728964715	0.07987592089957347	250	1.0
Q9C0A1	46.77943234836703	0.6734059097978227	0.7534992223950233	0.05093312597200622	215	1.0
Q9NY15	67.94315913555994	0.1005893909626719	0.49901768172888017	0.012573673870333988	107	1.0
Q8IUG5	59.76086871834828	0.40631086871834826	0.52668484612388	0.11842617841838722	254	1.0
Q9H254	71.80326053042121	0.1751170046801872	0.2917316692667707	0.07683307332293292	294	1.0
Q9BYW2	43.35460218408736	0.7773010920436817	0.7952418096723869	0.11661466458658347	861	1.0
P46531	59.803464722112736	0.26054394954670873	0.6491919590067008	0.028774142688214426	193	1.0
Q93008	79.54339467501957	0.1158966327329679	0.18324197337509787	0.31088488645262335	77	1.0
Q8WWQ8	70.75956556082149	0.08491311216429699	0.3941548183254344	0.017772511848341232	40	1.0
P42345	77.97040800313849	0.09846998823067869	0.1785013730874853	0.10082385249117301	55	1.0
B2RTY4	57.39747252747253	0.44583987441130296	0.5404238618524333	0.041993720565149134	326	1.0
Q8IWZ3	54.018929976396535	0.569236821400472	0.6160503540519277	0.23288749016522423	542	1.0
Q9Y4G6	75.99888670338316	0.06726986624704957	0.21951219512195122	0.028717545239968528	82	1.0
Q9Y490	75.88697756788666	0.0759543486816214	0.22825659189295552	0.06493506493506493	83	1.0
Q15652	49.22713385826771	0.6503937007874016	0.6960629921259842	0.15275590551181104	662	1.0
Q68DK2	65.29859787317841	0.20519889720362347	0.4277274517526585	0.00039385584875935406	75	1.0
Q8TEP8	50.83798975167521	0.5916436736302719	0.6614111154907371	0.0216791486007095	626	1.0
P16112	51.968607796340486	0.5393794749403341	0.7243436754176611	0.15194908512330946	691	1.0
Q5S007	77.48777997625643	0.08745548080728135	0.2069647803719826	0.13256826276216857	129	1.0
Q92508	72.0459182863943	0.1701705672352241	0.32685442284807614	0.11701705672352242	65	1.0
Q96RK0	40.401084624553036	0.878823996821613	0.9014700039729837	0.07310290027810885	449	1.0
Q8IWT3	67.03359952324195	0.2058005562177195	0.41120381406436235	0.02264600715137068	90	1.0
Q2M2H8	74.75994035785288	0.28986083499005966	0.3025844930417495	0.5729622266401591	705	1.0
Q9Y618	40.20405330151153	0.8361177406523469	0.8902147971360382	0.023070803500397773	429	1.0
P49327	85.4474153723616	0.022700119474313024	0.11190760653126244	0.47072879330943845	26	1.0
O00555	57.73357541899441	0.4405426975259378	0.5806065442936952	0.04189944134078212	394	1.0
Q96JM2	49.672286512370306	0.5367118914604948	0.6867517956903432	0.009976057462090982	256	1.0
P46100	51.8125963081862	0.5822632423756019	0.6380417335473515	0.05898876404494382	843	1.0
P11717	73.87210934312526	0.08241534067727459	0.26356589147286824	0.033047735618115054	154	1.0
Q8IVL1	45.95140675241158	0.717443729903537	0.7516077170418006	0.09284565916398714	546	1.0
Q12923	60.037967806841046	0.4567404426559356	0.5187122736418511	0.20080482897384305	198	1.0
O15078	60.54478418717224	0.23759580475998388	0.6571198063735377	0.0	45	1.0
P02751	70.07104251839739	0.1553556827473426	0.383892068683565	0.044153720359771054	71	1.0
Q13813	76.6600647249191	0.0505663430420712	0.18608414239482202	0.03762135922330097	39	1.0
Q5UIP0	53.78724110032363	0.5788834951456311	0.6063915857605178	0.18042071197411003	1213	1.0
Q04721	59.62957890433361	0.2645134914145544	0.6439084219133279	0.044971381847914965	304	1.0
P46821	45.72300770166194	0.7523307661126875	0.767328739359546	0.17186866639643292	1824	1.0
Q5JWR5	66.92907910750507	0.3006085192697769	0.40040567951318456	0.14929006085192698	155	1.0
O00763	78.84632221318145	0.12042310821806347	0.18429617575264443	0.28315703824247357	240	1.0
Q96JI7	66.74266884977486	0.1588211215718379	0.44658207122390503	0.00040933278755628325	65	1.0
Q92793	52.52685784514543	0.6136829168373618	0.671446128635805	0.18312167144612865	407	1.0
O75376	40.74510245901639	0.8147540983606557	0.8774590163934426	0.035655737704918034	463	1.0
Q6W4X9	58.83228382292098	0.49524203558129914	0.5527513446421183	0.1824575920562681	316	1.0
Q9BZC7	70.76981519507187	0.16303901437371662	0.35236139630390145	0.09404517453798768	93	1.0
Q5VWN6	39.946407407407406	0.7703703703703704	0.8386831275720165	0.012345679012345678	1113	1.0
P18583	36.1280412371134	0.8507216494845361	0.9105154639175258	0.015257731958762887	486	1.0
P02549	76.37578751550227	0.02273666804464655	0.17445225299710623	0.0012401818933443572	15	1.0
Q09472	53.253070866141734	0.6129299627020307	0.6601740571902196	0.1997513468711148	357	1.0
Q9UGM3	74.14098162071846	0.18003341687552213	0.24603174603174602	0.24101921470342522	73	1.0
Q5T1R4	37.10908146300914	0.9222776392352452	0.9455527847049044	0.02202826267664173	467	1.0
Q8IWN7	38.47866666666666	0.8516666666666667	0.8954166666666666	0.024583333333333332	549	1.0
Q5D862	32.92920535340861	0.9581764951902969	0.9619406106231703	0.02425763278962777	2032	1.0
O15020	76.40734198409376	0.10255336961071577	0.19673503557974048	0.07115948095437422	88	1.0
Q8IVL0	47.176901467505246	0.6972746331236898	0.7345911949685534	0.10440251572327044	476	1.0
Q9H4A3	42.66786314021831	0.7821158690176322	0.8052057094878253	0.11251049538203191	523	1.0
O43497	58.21405973916702	0.4631888935633151	0.557004627681952	0.1442995372318048	410	1.0
A5YKK6	74.11163720538721	0.16456228956228955	0.23737373737373738	0.1813973063973064	150	1.0
A2RRP1	74.04784900885703	0.10881484605651624	0.266975959510755	0.0396457191058625	49	1.0
Q6PRD1	42.82032023911187	0.7416737830913749	0.7946199829205807	0.04910333048676345	861	1.0
Q9H2D6	40.14959408033826	0.828752642706131	0.8579281183932347	0.09006342494714588	788	1.0
Q01082	75.99040626322471	0.09902666102412187	0.20947947524333474	0.08844688954718578	102	1.0
P12270	60.51540220152413	0.37891617273497036	0.48687552921253174	0.013547840812870448	575	1.0
O15027	40.564849384811204	0.8167161646160374	0.8370810352142554	0.10776410691557065	841	1.0
Q9HCK1	34.57198810535259	0.935429056924384	0.9600679694137638	0.004672897196261682	843	1.0
Q3ZCN5	72.54724375538329	0.08440999138673558	0.359603789836348	0.06589147286821706	49	1.0
Q4AC94	55.048257543561405	0.49936251593710157	0.6107097322566936	0.03102422439439014	176	1.0
O95180	58.186855078623026	0.45898852528686784	0.5665108372290693	0.11517212069698257	289	1.0
A6NE01	50.34346660995321	0.5363675031901318	0.6911952360697575	0.011484474691620587	453	1.0
P00451	60.80462264150943	0.46054888507718694	0.49271012006861065	0.30617495711835335	979	1.0
P08922	72.71085344827586	0.1336206896551724	0.30431034482758623	0.0668103448275862	118	1.0
Q13085	82.7844032395567	0.07502131287297528	0.1287297527706735	0.40494458653026427	96	1.0
Q8NG31	39.81930828351836	0.8159692570452605	0.8334756618274979	0.012382578992314262	1634	1.0
Q96RV3	56.271952157197774	0.4822725331055105	0.5497650576676634	0.139683895771038	880	1.0
Q00975	59.90304831124413	0.40615647712697733	0.5267208208636169	0.0735356990166738	466	1.0
Q6P2Q9	84.93475149957156	0.026563838903170524	0.09940017137960583	0.42930591259640105	14	1.0
Q9UMZ3	74.9621898127993	0.09577710056595559	0.22333478450152372	0.049629952111449716	73	1.0
Q7Z7A1	60.5912	0.221505376344086	0.6726881720430108	0.0064516129032258064	104	1.0
Q6UVK1	75.29913650239861	0.08111644134321849	0.23462712603576102	0.05887483645878761	77	1.0
Q9UM47	61.98109991235758	0.23751095530236635	0.5946538124452235	0.06617002629272568	220	1.0
Q9NSI6	55.5564051724138	0.5142241379310345	0.5784482758620689	0.10905172413793103	651	1.0
Q13023	42.14842173350582	0.7360931435963778	0.8098318240620958	0.018973695558430356	405	1.0
Q8NFD5	46.19975420439845	0.7391116860715826	0.7654161276412247	0.1677447175506684	433	1.0
P23471	54.23808817110432	0.5678742907027499	0.6058489742470536	0.23090353557398516	615	1.0
Q9P212	60.43574283231973	0.4626411815812337	0.523892267593397	0.2628149435273675	515	1.0
Q9Y3R5	71.78141427328111	0.2145343777197563	0.3224543080939948	0.1814621409921671	124	1.0
Q9Y3S1	43.13045711797997	0.780583369612538	0.8097518502394427	0.11057901610796692	636	1.0
Q5H9R4	40.45551965065502	0.7126637554585152	0.8144104803493449	0.02052401746724891	927	1.0
O14497	46.91419439579684	0.73861646234676	0.7596322241681261	0.15893169877408056	984	1.0
Q5VUA4	40.74363317244405	0.8442299254058798	0.8832821412900395	0.04826678367705134	686	1.0
P78363	75.66755829300483	0.08007039155301364	0.23273207215134184	0.09282886053673559	59	1.0
O60287	75.04020695728754	0.10435931307793923	0.2399823866138265	0.06516952884191986	39	1.0
Q8WYP5	54.93560017652251	0.5436893203883495	0.6001765225066196	0.13415710503089143	1031	1.0
Q9Y2F5	44.349947043248015	0.7383053839364518	0.7709620476610768	0.06928508384819064	839	1.0
A6NMZ7	75.08311942959003	0.19073083778966132	0.26024955436720143	0.25980392156862747	204	1.0
O95477	73.23744803184431	0.0871295886775763	0.32994250331711633	0.057054400707651484	54	1.0
