panel	feature_id	uniprot	gene	multi_target	pe	p_seq	ensg	pep_n_unique	pep_n_clean	pep_frac_shared	is_secreted	has_signal	is_membrane	is_ecm	length	mature_length	y	p_detect_intrinsic	top_dark_reason	paxdb_ppm	ensp	symbol	log_abundance	org_lysate_ms_present	org_lysate_soma_present	org_lysate_olink_present	org_lysate_aff_abund_z	org_media_ms_present	org_media_soma_present	org_media_olink_present	org_media_aff_abund_z	bf_csf_neat_ms_present	bf_csf_neat_aff_present	bf_csf_depleted_ms_present	bf_csf_depleted_aff_present	bf_plasma_neat_ms_present	bf_plasma_neat_aff_present	bf_plasma_depleted_ms_present	bf_plasma_depleted_aff_present	druggable	approved_drug	ms_class
SomaScan	10022-207	Q9Y253	POLH	0	1.0	0.6626383494208254	ENSG00000170734	30.0	11.0	0.0	0.0	0.0	0.0	0.0	713.0	713.0	0.0	0.7357882353738973	abundance	0.035	ENSP00000361310	POLH	-1.4559319556497243	0.0	1.0	0.0	-0.8405174458345215	0.0	0.0	0.0	-1.467084650311844	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	chemistry_limited
SomaScan	10023-32	P11473	VDR	0	1.0	0.7147380345435274		19.0	10.0	0.0																														1	1	confirmable
SomaScan	10024-44	Q86XE5	HOGA1	0	1.0	0.8327364359424535	ENSG00000241935	13.0	9.0	0.0	0.0	0.0	0.0	0.0	327.0	302.0	1.0	0.953101458478192	abundance	0.442	ENSP00000359680	HOGA1	-0.3545777306509081	0.0	1.0	0.0	0.0615611790078557	0.0	1.0	0.0	-1.0769783297312034	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10025-1	P09622	DLD	0	1.0	0.8907347428760367	ENSG00000091140	19.0	10.0	0.0	0.0	0.0	0.0	0.0	509.0	474.0	1.0	0.9884828107341078	hydrophobicity	216.0	ENSP00000205402	DLD	2.3344537511509307	1.0	1.0	0.0	2.5617819838064064	1.0	1.0	0.0	1.156616570604128	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10030-8	Q9UIF7	MUTYH	0	1.0	0.6568430501989707	ENSG00000132781	22.0	13.0	0.0	0.0	0.0	0.0	0.0	546.0	546.0	0.0	0.7515439401249894	abundance	0.101	ENSP00000500891	MUTYH	-0.9956786262173574	1.0	1.0	0.0	-0.5838768268336005	0.0	0.0	0.0	-1.3177234844666357	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	chemistry_limited
SomaScan	10035-6	Q13115	DUSP4	0	1.0	0.647677712178643		13.0	5.0	0.0714285714285714																														0	0	chemistry_limited
SomaScan	10036-201	Q9H4I2	ZHX3	0	1.0	0.76654668465722		35.0	16.0	0.0277777777777777																														0	0	confirmable
SomaScan	10037-98	Q96PQ1	SIGLEC12	0	1.0	0.6750074171206596		20.0	11.0	0.0476190476190476																														0	0	chemistry_limited
SomaScan	10039-32	P00491	PNP	0	1.0	0.9141109172685448	ENSG00000198805	18.0	8.0	0.0	0.0	0.0	0.0	0.0	289.0	289.0	1.0	0.9204649198578752	size	468.0	ENSP00000354532	PNP	2.670245853074124	1.0	1.0	1.0	1.7518389524740012	0.0	1.0	1.0	-0.149149126553178	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1	0	confirmable
SomaScan	10040-63	Q9H3D4	TP63	0	1.0	0.5876481077927787	ENSG00000073282	24.0	14.0	0.1428571428571428	0.0	0.0	0.0	0.0	680.0	680.0	1.0	0.6459735384364286	abundance	0.438	ENSP00000264731	TP63	-0.3585258894959005	0.0	1.0	0.0	-0.0537996123909375	0.0	0.0	0.0	-0.5060568446471386	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	chemistry_limited
SomaScan	10041-3	P41235	HNF4A	0	1.0	0.740351491435074	ENSG00000101076	14.0	9.0	0.2222222222222222	0.0	0.0	0.0	0.0	474.0	474.0	1.0	0.46933133382863	abundance	0.209	ENSP00000312987	HNF4A	-0.679853713888946	0.0	1.0	0.0	0.0827644278194647	0.0	1.0	0.0	0.12512982186874	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10042-8	Q96BR1	SGK3	0	1.0	0.8637658695868042	ENSG00000104205	19.0	12.0	0.0	0.0	0.0	0.0	0.0	496.0	496.0	0.0	0.8988364083435159	abundance	0.358	ENSP00000379842	SGK3	-0.44611697335612566	1.0	1.0	0.0	0.4236389209391744	0.0	0.0	0.0	-0.1253108710924933	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10043-31	O60885	BRD4	0	1.0	0.8367509960898744	ENSG00000141867	36.0	23.0	0.1428571428571428	0.0	0.0	0.0	0.0	1362.0	1362.0	1.0	0.8915352148111101	localization	5.62	ENSP00000263377	BRD4	0.7497363155690611	1.0	1.0	1.0	0.6006691249028699	0.0	0.0	1.0	-0.0480548702088007	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10044-12	Q9GZT5	WNT10A	0	1.0	0.6794580120481569	ENSG00000135925	21.0	9.0	0.0454545454545454	1.0	1.0	0.0	1.0	417.0	382.0				0.089	ENSP00000258411	WNT10A	-1.0506099933550872	0.0	1.0	0.0	-0.2046867468557706	0.0	0.0	0.0	-2.241793543131241	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	chemistry_limited
SomaScan	10045-47	Q13618	CUL3	0	1.0	0.9020445909563	ENSG00000036257	43.0	24.0	0.0227272727272727	0.0	0.0	0.0	0.0	768.0	767.0	1.0	0.9632860089689488	charge_pI	16.9	ENSP00000264414	CUL3	1.2278867046136734	1.0	1.0	0.0	1.188516953886957	0.0	1.0	0.0	-1.1062698468128995	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10046-55	Q13490	BIRC2	0	1.0	0.7510447571006914	ENSG00000110330	25.0	11.0	0.2424242424242424	0.0	0.0	0.0	0.0	618.0	618.0	1.0	0.8666918139088878	abundance	0.37	ENSP00000477613	BIRC2	-0.431798275933005	1.0	1.0	1.0	1.1848680737525146	0.0	0.0	0.0	-0.1223015384515779	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10047-12	P19878	NCF2	0	1.0	0.8925022394627081	ENSG00000116701	29.0	13.0	0.0333333333333333	0.0	0.0	0.0	0.0	526.0	526.0	1.0	0.9064453561207528	size	11.0	ENSP00000356505	NCF2	1.0413926851582251	0.0	1.0	0.0	-0.1248180270862195	0.0	1.0	0.0	-1.065522168604999	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	10047-7	P19878	NCF2	0	1.0	0.8925022394627081	ENSG00000116701	29.0	13.0	0.0333333333333333	0.0	0.0	0.0	0.0	526.0	526.0	1.0	0.9064453561207528	size	11.0	ENSP00000356505	NCF2	1.0413926851582251	0.0	1.0	0.0	-0.1248180270862195	0.0	1.0	0.0	-1.065522168604999	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	10048-7	Q13951	CBFB	0	1.0	0.8860512212355133	ENSG00000067955	9.0	6.0	0.0	0.0	0.0	0.0	0.0	182.0	182.0				36.6	ENSP00000415151	CBFB	1.5634810853944108	1.0	1.0	0.0	0.6243404917296655	0.0	1.0	0.0	-0.5762275979220051	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10049-112	P54274	TERF1	0	1.0	0.8476845719695743		21.0	10.0	0.0																														0	0	confirmable
SomaScan	10053-5	Q13418	ILK	0	1.0	0.7678538016739767	ENSG00000166333	24.0	6.0	0.0	0.0	0.0	1.0	0.0	452.0	452.0	1.0	0.8735809592856196	size	742.0	ENSP00000379975	ILK	2.870403905279027	1.0	1.0	0.0	-0.1977760661863877	0.0	0.0	0.0	-1.5703703740858768	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1	0	confirmable
SomaScan	10054-3	Q9H2C0	GAN	0	1.0	0.8614140209908288	ENSG00000261609	38.0	15.0	0.0	0.0	0.0	0.0	0.0	597.0	597.0	1.0	0.8663868462636988	localization	0.699	ENSP00000497351	GAN	-0.15552282425431863	1.0	1.0	0.0	-0.3078576559076032	0.0	1.0	0.0	-1.4814665848465258	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10056-5	Q08050	FOXM1	0	1.0	0.8085830440748799	ENSG00000111206	32.0	17.0	0.0	0.0	0.0	0.0	0.0	763.0	763.0	1.0	0.8465704444837836	abundance	0.052	ENSP00000342307	FOXM1	-1.2839966563652008	0.0	1.0	0.0	1.1613941223755062	0.0	1.0	0.0	-0.972727652761	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10058-1	P54725	RAD23A	0	1.0	0.8667573594251566	ENSG00000179262	11.0	5.0	0.1538461538461538	0.0	0.0	0.0	0.0	363.0	363.0	1.0	0.8014794069277703	proteotypicity	63.3	ENSP00000467024	RAD23A	1.801403710017355	1.0	1.0	0.0	1.910645632173693	0.0	1.0	0.0	0.566755377825641	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10063-10	Q9NW38	FANCL	0	1.0	0.65498664571443	ENSG00000115392	18.0	9.0	0.0	0.0	0.0	0.0	0.0	375.0	374.0	0.0	0.8777834117577393	abundance	0.051	ENSP00000385021	FANCL	-1.2924298239020637	0.0	1.0	0.0	-0.1562719544216344	0.0	0.0	0.0	-0.8860524087630808	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	chemistry_limited
SomaScan	10064-12	O75884	RBBP9	0	1.0	0.8287297227136167	ENSG00000089050	10.0	4.0	0.0	0.0	0.0	0.0	0.0	186.0	186.0	1.0	0.900877896862184	size	6.38	ENSP00000336866	RBBP9	0.8048206787211624	1.0	1.0	1.0	0.8749879221197447	0.0	1.0	0.0	-0.1470260813498962	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10069-2	Q13526	PIN1	0	1.0	0.8416756981217355	ENSG00000127445	8.0	3.0	0.1111111111111111	0.0	0.0	0.0	0.0	163.0	163.0	1.0	0.921599417036818	size	89.7	ENSP00000247970	PIN1	1.9527924430440922	1.0	1.0	0.0	1.3251754379819605	0.0	1.0	0.0	-0.4061886076709674	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10070-22	P16885	PLCG2	0	1.0	0.9294478720323496	ENSG00000197943	64.0	33.0	0.0153846153846153	0.0	0.0	0.0	0.0	1265.0	1265.0	1.0	0.9023417158396172	degradation_pest	21.2	ENSP00000482457	PLCG2	1.3263358609287514	1.0	1.0	0.0	0.1544870487789633	0.0	0.0	0.0	-0.6137148287133799	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10073-22	Q9NUW8	TDP1	0	1.0	0.8300004353517902	ENSG00000042088	42.0	23.0	0.0	0.0	0.0	0.0	0.0	608.0	608.0	1.0	0.9236864672673312	localization	1.25	ENSP00000337353	TDP1	0.09691001300805642	1.0	1.0	1.0	1.2514583488499351	0.0	0.0	0.0	-0.3604202341848925	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10074-128	P25440	BRD2	0	1.0	0.8918217439834685	ENSG00000204256	31.0	22.0	0.088235294117647	0.0	0.0	0.0	0.0	801.0	801.0	1.0	0.865760792440621	localization	12.8	ENSP00000378702	BRD2	1.1072099696478683	1.0	1.0	1.0	1.0412853360813203	0.0	1.0	0.0	-0.3441723861283646	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10075-75	Q9BR61	ACBD6	0	1.0	0.8060261534823118	ENSG00000230124	13.0	8.0	0.0	0.0	0.0	0.0	0.0	282.0	282.0	0.0	0.7549249112396956	size	1.42	ENSP00000495710	ACBD6	0.15228834438305647	1.0	1.0	0.0	2.451240748685374	0.0	1.0	0.0	1.008362716236759	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10076-1	O00189	AP4M1	0	1.0	0.8596705218986546	ENSG00000221838	25.0	14.0	0.0	0.0	0.0	1.0	0.0	453.0	453.0	1.0	0.9152864568650276	abundance	0.22	ENSP00000403663	AP4M1	-0.6575773191777937	1.0	1.0	0.0	0.4927998676152967	0.0	0.0	0.0	-0.5335604675366399	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10078-5	O95817	BAG3	0	1.0	0.9149232026288906	ENSG00000151929	27.0	19.0	0.0	0.0	0.0	0.0	0.0	575.0	574.0	1.0	0.9146283391516776	composition	14.3	ENSP00000358081	BAG3	1.1553360374650619	1.0	1.0	1.0	0.5806413299871535	0.0	0.0	1.0	-0.641791444841677	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10080-9	Q14232	EIF2B1	0	1.0	0.9143560093779504	ENSG00000111361	16.0	11.0	0.0	0.0	0.0	0.0	0.0	305.0	305.0	1.0	0.9059505212020056	size	38.1	ENSP00000416250	EIF2B1	1.5809249756756194	1.0	1.0	0.0	1.29483484919335	0.0	1.0	0.0	-1.035202638816779	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	10081-17	Q9UPW6	SATB2	0	1.0	0.825653385602515	ENSG00000119042	32.0	14.0	0.1351351351351351	0.0	0.0	0.0	0.0	733.0	733.0	1.0	0.7916596405147936	composition	0.912	ENSP00000401112	SATB2	-0.04000516167158381	0.0	1.0	0.0	-0.0737089456643335	0.0	0.0	0.0	-1.3303610353022544	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10082-251	P07196	NEFL	0	1.0	0.9026246479884844	ENSG00000277586	31.0	23.0	0.088235294117647	0.0	0.0	0.0	0.0	543.0	542.0	0.0	0.9529882433636708	localization	10.2	ENSP00000482169	NEFL	1.0086001717619175	1.0	1.0	1.0	2.363495136390106	0.0	1.0	0.0	1.2345672238386192	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10085-25	P49675	STAR	0	1.0	0.8750692180411753	ENSG00000147465	12.0	8.0	0.0	0.0	0.0	0.0	0.0	285.0	222.0	1.0	0.9060108676973206	size	1.48	ENSP00000276449	STAR	0.17026171539495738	0.0	1.0	0.0	0.9440226545025224	0.0	1.0	0.0	0.1652980708139934	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	10086-39	P35520	CBS	0	1.0	0.8779910614314163	ENSG00000160200	26.0	12.0	0.0	0.0	0.0	0.0	0.0	551.0	551.0	1.0	0.8993347525866613	localization	9.72	ENSP00000381231	CBS	0.9876662649262746	1.0	1.0	1.0	0.2916658566643179	0.0	1.0	1.0	-0.6726671866406588	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10087-10	P02489	CRYAA	0	1.0	0.7771777395688496	ENSG00000160202	11.0	9.0	0.0	0.0	0.0	0.0	0.0	173.0	173.0				125.0	ENSP00000291554	CRYAA	2.0969100130080562	1.0	1.0	1.0	0.7428613436430089	0.0	0.0	1.0	0.075918972312001	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10088-37	P07741	APRT	0	1.0	0.8988814330073156	ENSG00000198931	11.0	8.0	0.0	0.0	0.0	0.0	0.0	180.0	179.0	1.0	0.972350560000774	size	142.0	ENSP00000367615	APRT	2.1522883443830563	1.0	1.0	1.0	1.5153120216986515	0.0	0.0	0.0	-1.263405055286133	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1	1	confirmable
SomaScan	10089-7	O95671	ASMTL	0	1.0	0.8713654941577712	ENSG00000169093	29.0	13.0	0.0	0.0	0.0	0.0	0.0	621.0	621.0	0.0	0.8631396674220583	peptide_chemistry	12.8	ENSP00000370718	ASMTL	1.1072099696478683	1.0	1.0	0.0	0.9490976873873004	0.0	1.0	0.0	-0.7475269682227071	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10336-3	Q9UNE7	STUB1	0	1.0	0.8905837891073131	ENSG00000103266	21.0	11.0	0.0	0.0	0.0	0.0	0.0	303.0	303.0	1.0	0.943468993575152	size	14.1	ENSP00000219548	STUB1	1.14921911265538	1.0	1.0	0.0	1.1109460526142247	0.0	1.0	0.0	-1.361328860969988	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10339-48	P09104	ENO2	0	1.0	0.9431878102144412	ENSG00000111674	16.0	10.0	0.2	0.0	0.0	1.0	0.0	434.0	433.0	1.0	0.983064614285916	proteotypicity	454.0	ENSP00000437402	ENO2	2.6570558528571038	1.0	1.0	1.0	1.3462868488213513	1.0	1.0	1.0	1.0454702767047397	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1	1	confirmable
SomaScan	10342-55	Q8N2W9	PIAS4	0	1.0	0.657646152256125	ENSG00000105229	22.0	9.0	0.0	0.0	0.0	0.0	0.0	510.0	509.0	1.0	0.5865824592170387	abundance	0.311	ENSP00000262971	PIAS4	-0.5072396109731625	1.0	1.0	0.0	0.5758051914772159	0.0	0.0	0.0	-1.0530234949390418	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	chemistry_limited
SomaScan	10344-334	Q13651	IL10RA	0	1.0	0.6683934125896536		13.0	6.0	0.0																														1	0	chemistry_limited
SomaScan	10346-5	P40763	STAT3	0	1.0	0.8853474882241292	ENSG00000168610	38.0	20.0	0.0	0.0	0.0	0.0	0.0	770.0	769.0	1.0	0.9113481108110828	localization	48.3	ENSP00000264657	STAT3	1.6839471307515121	1.0	1.0	0.0	1.4140473584991264	0.0	1.0	0.0	-0.724715516652875	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10351-51	P10914	IRF1	0	1.0	0.7135220410535226	ENSG00000125347	11.0	4.0	0.0833333333333333	0.0	0.0	0.0	0.0	325.0	325.0	0.0	0.6593294355242398	abundance	0.135	ENSP00000245414	IRF1	-0.8696662315049939	0.0	1.0	0.0	0.845343947872049	0.0	1.0	0.0	-0.8760126908034656	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	0	confirmable
SomaScan	10354-57	P40763	STAT3	0	1.0	0.8853474882241292	ENSG00000168610	38.0	20.0	0.0	0.0	0.0	0.0	0.0	770.0	769.0	1.0	0.9113481108110828	localization	48.3	ENSP00000264657	STAT3	1.6839471307515121	1.0	1.0	0.0	1.4140473584991264	0.0	1.0	0.0	-0.724715516652875	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10356-21	P05412	JUN	0	1.0	0.5935234698314314	ENSG00000177606	8.0	1.0	0.2	0.0	0.0	0.0	0.0	331.0	331.0	1.0	0.5558607102323802	proteotypicity	1.08	ENSP00000360266	JUN	0.03342375548694973	1.0	1.0	1.0	1.2978370738957803	0.0	0.0	1.0	0.0370282828570834	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	inference_limited
SomaScan	10361-25	P00973	OAS1	0	1.0	0.6725711164487045	ENSG00000089127	16.0	7.0	0.0	1.0	0.0	0.0	0.0	400.0	400.0	1.0	0.9066677089930164	peptide_chemistry	1.16	ENSP00000388001	OAS1	0.06445798922691845	0.0	1.0	0.0	0.0904635019789364	0.0	0.0	0.0	-0.4293948377800725	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	chemistry_limited
SomaScan	10362-35	P01106	MYC	0	1.0	0.6633726438392504	ENSG00000136997	12.0	8.0	0.0769230769230769	0.0	0.0	0.0	0.0	454.0	454.0	0.0	0.7664892157764308	localization	0.983	ENSP00000478887	MYC	-0.007446482167864384	0.0	1.0	0.0	-0.3746577527290957	0.0	0.0	0.0	-1.1560108896939574	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	chemistry_limited
SomaScan	10363-13	P84022	SMAD3	0	1.0	0.5780228263824343	ENSG00000166949	8.0	5.0	0.5555555555555556	0.0	0.0	0.0	0.0	425.0	424.0	1.0	0.7945255744259541	proteotypicity	2.73	ENSP00000332973	SMAD3	0.436162647040756	1.0	1.0	1.0	2.391817233209779	0.0	1.0	0.0	-0.389792808952889	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	chemistry_limited
SomaScan	10364-6	Q15796	SMAD2	0	1.0	0.5777523011579206	ENSG00000175387	7.0	3.0	0.5882352941176471	0.0	0.0	0.0	0.0	467.0	466.0	1.0	0.7426952501300479	proteotypicity	3.98	ENSP00000262160	SMAD2	0.5998830720736879	1.0	1.0	1.0	1.5682067322914603	0.0	1.0	0.0	-0.4919773189172595	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	chemistry_limited
SomaScan	10365-132	P29460	IL12B|IL23A	1	1.0	0.7491538318892847	ENSG00000113302	13.0	5.0	0.0	1.0	1.0	0.0	0.0	328.0	306.0	0.0	0.8939922449637967	abundance	0.036	ENSP00000231228	IL12B	-1.4436974992327127	0.0	1.0	0.0	-0.7742748967388406	0.0	0.0	0.0	-1.6831298532840644	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	confirmable
SomaScan	10366-11	P16234	PDGFRA	0	1.0	0.9282810071946772	ENSG00000134853	48.0	26.0	0.0588235294117647	0.0	1.0	1.0	0.0	1089.0	1066.0	1.0	0.9012475262895282	abundance	0.151	ENSP00000257290	PDGFRA	-0.8210230527068306	0.0	1.0	1.0	-0.2052989289126745	0.0	1.0	0.0	-0.8865923454110609	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10367-62	P29459	IL12A|IL12B	1	1.0	0.6354445258029585	ENSG00000168811	12.0	1.0	0.0	1.0	1.0	0.0	0.0	219.0	197.0				0.054	ENSP00000303231	IL12A	-1.2676062401770316	0.0	1.0	0.0	-0.0280224173281099	0.0	0.0	0.0	-1.4780514568833865	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0	0	inference_limited
SomaScan	10370-21	P42224	STAT1	0	1.0	0.8852035525016005	ENSG00000115415	37.0	22.0	0.0263157894736842	0.0	0.0	0.0	0.0	750.0	749.0	1.0	0.927460879372434	localization	113.0	ENSP00000354394	STAT1	2.0530784434834195	1.0	1.0	0.0	1.6769041383063072	0.0	1.0	0.0	-0.274404146260795	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
SomaScan	10372-18	P42226	STAT6	0	1.0	0.7242714969359996	ENSG00000166888	27.0	16.0	0.0357142857142857	0.0	0.0	0.0	0.0	847.0	846.0	1.0	0.8315591711037706	localization	9.52	ENSP00000300134	STAT6	0.9786369483844743	1.0	1.0	0.0	0.9886853301713324	0.0	1.0	0.0	-0.4437253810925584	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1	1	confirmable
